TITLE,PDN9
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,23/08/10
TIME,17:06:34
SPECTROMETER/DATA SYSTEM,
LOCALE,2052
RESOLUTION,
DELTAX,-0.2
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,ABSORBANCE
Y3UNITS,HT [V]
Y4UNITS,LD [dOD]
FIRSTX,  250.0000
LASTX,  200.0000
NPOINTS,     251
FIRSTY,    -0.26786
MAXY,    34.21852
MINY,   -76.66824
XYDATA
232.2000,-35.0421,0.0983672,246.294,0.000163
232.0000,-35.8366,0.10088,246.561,0.000159133
231.8000,-36.65,0.10388,246.855,0.000167825
231.6000,-37.3484,0.106434,247.099,0.000170624
231.4000,-38.1133,0.109056,247.365,0.000172364
231.2000,-38.9458,0.111841,247.622,0.000171705
231.0000,-39.9589,0.115738,247.947,0.000167141
230.8000,-40.7909,0.119012,248.224,0.000173311
230.6000,-41.7664,0.122335,248.487,0.000165642
230.4000,-42.8134,0.126343,248.786,0.000172676
230.2000,-43.7017,0.129749,249.057,0.000177475
230.0000,-44.5597,0.132828,249.333,0.000172972
229.8000,-45.4145,0.136445,249.66,0.000171551
229.6000,-46.193,0.139574,249.974,0.000171832
229.4000,-47.072,0.143244,250.346,0.000180724
229.2000,-47.9797,0.147047,250.735,0.000178694
229.0000,-48.8195,0.151178,251.149,0.000187623
228.8000,-49.6522,0.154977,251.569,0.000194174
228.6000,-50.5183,0.158687,251.993,0.00019645
228.4000,-51.4806,0.162729,252.464,0.000191413
228.2000,-52.3503,0.166346,252.868,0.000193452
228.0000,-53.2063,0.170556,253.306,0.000195139
227.8000,-53.8902,0.174251,253.715,0.000195872
227.6000,-54.7753,0.178298,254.162,0.000211001
227.4000,-55.5781,0.181589,254.562,0.000204149
227.2000,-56.2961,0.185413,254.961,0.000206242
227.0000,-56.9247,0.189317,255.359,0.000204798
226.8000,-57.484,0.192944,255.723,0.000211961
226.6000,-58.0714,0.196879,256.124,0.000220322
226.4000,-58.6098,0.200815,256.538,0.000226211
226.2000,-59.2367,0.204024,256.864,0.000222159
226.0000,-59.7506,0.20807,257.261,0.000215947
225.8000,-60.283,0.212536,257.712,0.000218074
225.6000,-60.782,0.216578,258.125,0.000209212
225.4000,-61.2507,0.220476,258.528,0.000209286
225.2000,-61.7512,0.224378,258.932,0.000203596
225.0000,-62.2296,0.228232,259.34,0.000200604
224.8000,-62.7381,0.232272,259.747,0.000200888
224.6000,-62.9947,0.236263,260.126,0.000189578
224.4000,-63.4064,0.240163,260.54,0.000195183
224.2000,-63.8312,0.244397,260.961,0.000202697
224.0000,-64.1814,0.248746,261.394,0.000208342
223.8000,-64.56,0.25295,261.818,0.000206944
223.6000,-64.7483,0.257331,262.255,0.000208375
223.4000,-65.0826,0.261234,262.644,0.000211685
223.2000,-65.3206,0.265801,263.094,0.000210581
223.0000,-65.4341,0.270262,263.558,0.00021839
222.8000,-65.6711,0.274931,264.044,0.000222468
222.6000,-65.8292,0.280528,264.599,0.000220805
222.4000,-65.9055,0.286127,265.159,0.000214782
222.2000,-65.9939,0.291186,265.67,0.000211361
222.0000,-66.16,0.296363,266.202,0.000203719
221.8000,-66.1965,0.301489,266.742,0.000204219
221.6000,-66.2076,0.306149,267.217,0.000203356
221.4000,-66.2701,0.310934,267.7,0.000193623
221.2000,-66.3752,0.316616,268.262,0.000186596
221.0000,-66.552,0.322348,268.828,0.000180809
220.8000,-66.5404,0.32823,269.402,0.00017593
220.6000,-66.6047,0.33388,269.965,0.000191899
220.4000,-66.5029,0.339598,270.53,0.000186647
220.2000,-66.5252,0.346385,271.174,0.000181453
220.0000,-66.4349,0.352261,271.759,0.000183543
219.8000,-66.3159,0.358288,272.348,0.000183902
219.6000,-66.2579,0.364171,272.93,0.00018475
219.4000,-66.0517,0.36998,273.518,0.000190433
219.2000,-65.8794,0.375567,274.106,0.000183888
219.0000,-65.7912,0.382208,274.768,0.000176305
218.8000,-65.7385,0.38831,275.379,0.000176311
218.6000,-65.5814,0.393903,275.964,0.000176892
218.4000,-65.4454,0.398857,276.501,0.000176773
218.2000,-65.4039,0.405791,277.25,0.000173823
218.0000,-65.3149,0.410912,277.781,0.000171409
217.8000,-65.195,0.417077,278.39,0.000175072
217.6000,-65.1422,0.423361,279.017,0.000171683
217.4000,-64.8917,0.429205,279.628,0.000178562
217.2000,-64.817,0.434522,280.179,0.000189166
217.0000,-64.7705,0.440989,280.804,0.000185329
216.8000,-64.7274,0.447593,281.442,0.000181699
216.6000,-64.5887,0.454509,282.095,0.000165343
216.4000,-64.5723,0.461475,282.756,0.000169996
216.2000,-64.4956,0.467358,283.352,0.000163019
216.0000,-64.5469,0.473794,284.014,0.000169735
215.8000,-64.4892,0.479495,284.61,0.000162054
215.6000,-64.5468,0.486876,285.325,0.000150944
215.4000,-64.4463,0.493566,286.024,0.000134952
215.2000,-64.3719,0.499813,286.657,0.000137651
215.0000,-64.4026,0.506951,287.378,0.000131196
214.8000,-64.3853,0.514858,288.125,0.000135352
214.6000,-64.4024,0.521108,288.753,0.000135507
214.4000,-64.5774,0.528698,289.504,0.000128623
214.2000,-64.5509,0.53561,290.194,0.000129147
214.0000,-64.808,0.543403,290.974,0.000123158
213.8000,-64.7662,0.551253,291.756,0.000118021
213.6000,-64.9236,0.558655,292.471,0.00011641
213.4000,-65.1191,0.566714,293.277,0.000107115
213.2000,-65.2633,0.57517,294.131,0.000105135
213.0000,-65.4605,0.583494,294.993,0.000106881
212.8000,-65.6166,0.592404,295.898,0.000109241
212.6000,-65.8782,0.602588,296.918,0.000117534
212.4000,-66.1759,0.611758,297.855,0.000100849
212.2000,-66.5858,0.621126,298.819,0.00010878
212.0000,-66.9794,0.630727,299.828,0.000108865
211.8000,-67.3977,0.640406,300.855,0.00011957
211.6000,-67.9941,0.651246,302.02,0.000116573
211.4000,-68.5906,0.661162,303.079,0.000115027
211.2000,-69.2443,0.671103,304.142,0.000110037
211.0000,-69.9514,0.681282,305.238,0.000102094
210.8000,-70.3594,0.690484,306.206,0.000101073
210.6000,-70.996,0.70121,307.334,9.51102E-005
210.4000,-71.705,0.711898,308.477,0.000102397
210.2000,-72.6158,0.724272,309.799,0.000105219
210.0000,-73.1624,0.73576,311.012,0.000103264
209.8000,-73.7719,0.74736,312.249,9.97084E-005
209.6000,-74.3362,0.759442,313.544,8.89812E-005
209.4000,-74.7054,0.771747,314.869,9.8435E-005
209.2000,-75.401,0.785614,316.403,9.69545E-005
209.0000,-75.8717,0.798147,317.817,0.000111282
208.8000,-76.1271,0.811011,319.267,8.6712E-005
208.6000,-76.4168,0.824248,320.771,8.23315E-005
208.4000,-76.6227,0.839605,322.499,7.99078E-005
208.2000,-76.6682,0.855154,324.278,7.44123E-005
208.0000,-76.6344,0.870954,326.107,7.47435E-005
207.8000,-76.217,0.887013,327.973,5.59586E-005
207.6000,-75.855,0.907009,330.347,4.07597E-005
207.4000,-75.2984,0.921691,332.104,3.84487E-005
207.2000,-74.547,0.938483,334.11,2.48257E-005
207.0000,-73.4989,0.953596,335.96,6.35555E-006
206.8000,-72.599,0.966732,337.566,-1.25896E-006
206.6000,-71.6259,0.979852,339.173,-4.84606E-006
206.4000,-70.4231,0.995002,341.063,-8.13908E-006
206.2000,-69.0303,1.01227,343.229,-2.05461E-005
206.0000,-67.021,1.03184,345.699,-2.94954E-005
205.8000,-65.0127,1.05162,348.236,-6.36535E-005
205.6000,-63.0424,1.06779,350.353,-6.78415E-005
205.4000,-61.0878,1.08407,352.493,-9.46506E-005
205.2000,-59.181,1.10102,354.724,-0.000100452
205.0000,-56.8281,1.12098,357.372,-0.000122414
204.8000,-54.5052,1.139,359.786,-0.000126384
204.6000,-52.6922,1.15496,361.961,-0.000119644
204.4000,-49.9686,1.17395,364.511,-0.000141107
204.2000,-47.0967,1.19327,367.148,-0.00014162
204.0000,-44.6755,1.2108,369.529,-0.000161659
203.8000,-41.9304,1.23121,372.326,-0.000179167
203.6000,-38.7168,1.25481,375.604,-0.000208551
203.4000,-35.0445,1.27893,379.002,-0.000223264
203.2000,-31.1268,1.30375,382.547,-0.000235402
203.0000,-27.5873,1.32643,385.814,-0.000290858
202.8000,-24.6246,1.34651,388.752,-0.00031321
202.6000,-21.1783,1.37015,392.232,-0.000317153
202.4000,-17.489,1.39463,395.847,-0.000360584
202.2000,-13.8913,1.41621,399.102,-0.000387768
202.0000,-10.2445,1.44141,402.921,-0.000436586
201.8000,-6.3615,1.46751,406.895,-0.000493266
201.6000,-1.64688,1.49726,411.533,-0.000567098
201.4000,2.48299,1.52511,415.827,-0.000616779
201.2000,6.86738,1.55742,420.877,-0.000697518
201.0000,11.7592,1.59046,426.142,-0.000758242
200.8000,15.8713,1.62024,430.979,-0.000817224
200.6000,20.4635,1.65091,436.004,-0.000914508
200.4000,24.9194,1.67837,440.543,-0.00100492
200.2000,29.3732,1.70608,445.193,-0.00109914
200.0000,34.2185,1.73886,450.658,-0.0011857

##### Extended Information
[Comments]
Sample name,PDN9
Comment
User
Division
Company,Microsoft

[Detailed Information]
Creation date,2023/8/10 17:06

Data array type,Linear data array * 4
Horizontal axis,Wavelength [nm]
Vertical axis(1),CD [mdeg]
Vertical axis(2),Abs
Vertical axis(3),HT [V]
Vertical axis(4),LD [dOD]
Start,250 nm
End,200 nm
Data interval,0.2 nm
Data points,251     

[Measurement Information]
Instrument name,J-1500
Model name,J-1500
Serial No.,A037761638

Detector,PM-539
Detector S/N,A037761638
  Lock-in amp.,X mode
  HT volt,Auto

Accessory,RSC-502
Accessory S/N,A037761638
  Cell length,10 mm

Measurement date,2023/8/10 17:06

Photometric mode,CD, Abs, HT, LD
Measure range,250 - 200 nm
Data pitch,0.2 nm
CD scale,200 mdeg/1.0 dOD
FL scale,200 mdeg/1.0 dOD
D.I.T.,2 sec
Bandwidth,1.00 nm
Start mode,Immediately
Scanning speed,50 nm/min
Baseline correction,Baseline
Shutter control,Auto


