Time,Temperature (°C),Heat Flow (Normalized)(W/g),Label
33.9233,90.979,0.0962002,PDN15
33.925,90.971,0.0962126,PDN15
33.9267,90.963,0.0962249,PDN15
33.9283,90.956,0.0962399,PDN15
33.93,90.947,0.0962777,PDN15
33.9317,90.938,0.0962936,PDN15
33.9333,90.93,0.0963048,PDN15
33.935,90.921,0.0963123,PDN15
33.9367,90.913,0.0963147,PDN15
33.9383,90.905,0.0963181,PDN15
33.94,90.896,0.0963217,PDN15
33.9417,90.888,0.0963255,PDN15
33.9433,90.88,0.0963254,PDN15
33.945,90.871,0.0963243,PDN15
33.9467,90.864,0.0963282,PDN15
33.9483,90.856,0.096337,PDN15
33.95,90.846,0.0963492,PDN15
33.9517,90.837,0.0963709,PDN15
33.9533,90.831,0.0963892,PDN15
33.955,90.821,0.0964035,PDN15
33.9567,90.813,0.0964142,PDN15
33.9583,90.805,0.096425,PDN15
33.96,90.797,0.0964332,PDN15
33.9617,90.788,0.0964415,PDN15
33.9633,90.78,0.0964453,PDN15
33.965,90.772,0.0964485,PDN15
33.9667,90.764,0.0964516,PDN15
33.9683,90.755,0.0964559,PDN15
33.97,90.747,0.0964656,PDN15
33.9717,90.739,0.0964768,PDN15
33.9733,90.73,0.0964861,PDN15
33.975,90.723,0.0964933,PDN15
33.9767,90.713,0.0965023,PDN15
33.9783,90.705,0.0965148,PDN15
33.98,90.697,0.0965302,PDN15
33.9817,90.688,0.0965445,PDN15
33.9833,90.681,0.096553,PDN15
33.985,90.672,0.0965607,PDN15
33.9867,90.663,0.096563,PDN15
33.9883,90.655,0.0965655,PDN15
33.99,90.646,0.0965685,PDN15
33.9917,90.638,0.0965702,PDN15
33.9933,90.63,0.0965687,PDN15
33.995,90.622,0.0965674,PDN15
33.9967,90.612,0.0965713,PDN15
33.9983,90.605,0.0965771,PDN15
34,90.597,0.0965847,PDN15
34.0017,90.588,0.0965886,PDN15
34.0033,90.58,0.09659,PDN15
34.005,90.572,0.0965929,PDN15
34.0067,90.563,0.0965986,PDN15
34.0083,90.555,0.0966035,PDN15
34.01,90.546,0.0966127,PDN15
34.0117,90.539,0.0966181,PDN15
34.0133,90.53,0.096624,PDN15
34.015,90.521,0.0966345,PDN15
34.0167,90.513,0.0966472,PDN15
34.0183,90.505,0.0966626,PDN15
34.02,90.497,0.0966748,PDN15
34.0217,90.487,0.0966888,PDN15
34.0233,90.48,0.096702,PDN15
34.025,90.471,0.0967143,PDN15
34.0267,90.463,0.0967219,PDN15
34.0283,90.454,0.0967257,PDN15
34.03,90.446,0.0967235,PDN15
34.0317,90.438,0.0967194,PDN15
34.0333,90.429,0.0967194,PDN15
34.035,90.422,0.0967243,PDN15
34.0367,90.414,0.0967292,PDN15
34.0383,90.405,0.0967352,PDN15
34.04,90.397,0.0967432,PDN15
34.0417,90.388,0.0967552,PDN15
34.0433,90.38,0.0967695,PDN15
34.045,90.372,0.0967804,PDN15
34.0467,90.365,0.0967892,PDN15
34.0483,90.355,0.0968005,PDN15
34.05,90.347,0.0968112,PDN15
34.0517,90.338,0.096821,PDN15
34.0533,90.331,0.096832,PDN15
34.055,90.321,0.0968404,PDN15
34.0567,90.313,0.0968452,PDN15
34.0583,90.305,0.0968461,PDN15
34.06,90.297,0.0968492,PDN15
34.0617,90.289,0.0968511,PDN15
34.0633,90.279,0.0968483,PDN15
34.065,90.272,0.0968476,PDN15
34.0667,90.263,0.0968487,PDN15
34.0683,90.255,0.0968478,PDN15
34.07,90.247,0.096849,PDN15
34.0717,90.239,0.0968574,PDN15
34.0733,90.231,0.096864,PDN15
34.075,90.222,0.0968732,PDN15
34.0767,90.214,0.09688,PDN15
34.0783,90.205,0.0968867,PDN15
34.08,90.197,0.0968922,PDN15
34.0817,90.188,0.0968945,PDN15
34.0833,90.18,0.0968959,PDN15
34.085,90.173,0.0968982,PDN15
34.0867,90.164,0.0968972,PDN15
34.0883,90.155,0.0968957,PDN15
34.09,90.148,0.0968951,PDN15
34.0917,90.139,0.096897,PDN15
34.0933,90.13,0.0968998,PDN15
34.095,90.122,0.096903,PDN15
34.0967,90.114,0.0969014,PDN15
34.0983,90.105,0.0968965,PDN15
34.1,90.097,0.0968888,PDN15
34.1017,90.088,0.0968834,PDN15
34.1033,90.08,0.0968809,PDN15
34.105,90.072,0.0968801,PDN15
34.1067,90.063,0.0968797,PDN15
34.1083,90.056,0.0968865,PDN15
34.11,90.047,0.0969038,PDN15
34.1117,90.039,0.0969218,PDN15
34.1133,90.031,0.0969421,PDN15
34.115,90.022,0.0969594,PDN15
34.1167,90.013,0.0969721,PDN15
34.1183,90.005,0.0969822,PDN15
34.12,89.998,0.0969879,PDN15
34.1217,89.989,0.0969941,PDN15
34.1233,89.98,0.0969973,PDN15
34.125,89.973,0.0970008,PDN15
34.1267,89.965,0.0970068,PDN15
34.1283,89.956,0.0970152,PDN15
34.13,89.947,0.0970234,PDN15
34.1317,89.939,0.0970292,PDN15
34.1333,89.93,0.0970364,PDN15
34.135,89.922,0.0970381,PDN15
34.1367,89.916,0.0970375,PDN15
34.1383,89.906,0.0970323,PDN15
34.14,89.897,0.0970257,PDN15
34.1417,89.889,0.0970225,PDN15
34.1433,89.881,0.0970256,PDN15
34.145,89.872,0.0970297,PDN15
34.1467,89.865,0.0970381,PDN15
34.1483,89.856,0.0970488,PDN15
34.15,89.848,0.0970603,PDN15
34.1517,89.839,0.0970721,PDN15
34.1533,89.831,0.0970819,PDN15
34.155,89.823,0.0970878,PDN15
34.1567,89.813,0.0970901,PDN15
34.1583,89.805,0.0970941,PDN15
34.16,89.797,0.0971011,PDN15
34.1617,89.789,0.0971105,PDN15
34.1633,89.782,0.0971233,PDN15
34.165,89.773,0.0971385,PDN15
34.1667,89.764,0.0971479,PDN15
34.1683,89.756,0.097156,PDN15
34.17,89.747,0.0971607,PDN15
34.1717,89.739,0.0971616,PDN15
34.1733,89.731,0.0971607,PDN15
34.175,89.724,0.0971616,PDN15
34.1767,89.715,0.0971642,PDN15
34.1783,89.706,0.0971687,PDN15
34.18,89.697,0.0971717,PDN15
34.1817,89.689,0.0971806,PDN15
34.1833,89.681,0.0971901,PDN15
34.185,89.673,0.0971945,PDN15
34.1867,89.664,0.0971972,PDN15
34.1883,89.656,0.0971996,PDN15
34.19,89.648,0.0971963,PDN15
34.1917,89.64,0.0971948,PDN15
34.1933,89.631,0.0971956,PDN15
34.195,89.623,0.0972005,PDN15
34.1967,89.614,0.0972093,PDN15
34.1983,89.606,0.0972185,PDN15
34.2,89.598,0.0972302,PDN15
34.2017,89.589,0.097239,PDN15
34.2033,89.581,0.097243,PDN15
34.205,89.572,0.097247,PDN15
34.2067,89.565,0.0972501,PDN15
34.2083,89.556,0.0972505,PDN15
34.21,89.547,0.0972537,PDN15
34.2117,89.539,0.0972554,PDN15
34.2133,89.531,0.0972584,PDN15
34.215,89.523,0.0972618,PDN15
34.2167,89.514,0.0972624,PDN15
34.2183,89.506,0.0972648,PDN15
34.22,89.498,0.0972653,PDN15
34.2217,89.489,0.0972629,PDN15
34.2233,89.481,0.0972639,PDN15
34.225,89.472,0.0972669,PDN15
34.2267,89.465,0.0972684,PDN15
34.2283,89.457,0.0972718,PDN15
34.23,89.447,0.0972795,PDN15
34.2317,89.44,0.0972864,PDN15
34.2333,89.431,0.0972945,PDN15
34.235,89.423,0.0973013,PDN15
34.2367,89.415,0.0973109,PDN15
34.2383,89.406,0.0973209,PDN15
34.24,89.398,0.0973331,PDN15
34.2417,89.389,0.097339,PDN15
34.2433,89.38,0.0973433,PDN15
34.245,89.372,0.0973508,PDN15
34.2467,89.365,0.0973555,PDN15
34.2483,89.356,0.0973622,PDN15
34.25,89.348,0.0973682,PDN15
34.2517,89.34,0.097374,PDN15
34.2533,89.332,0.0973789,PDN15
34.255,89.322,0.0973868,PDN15
34.2567,89.315,0.0973964,PDN15
34.2583,89.306,0.0974082,PDN15
34.26,89.297,0.0974198,PDN15
34.2617,89.29,0.0974301,PDN15
34.2633,89.282,0.0974382,PDN15
34.265,89.272,0.0974449,PDN15
34.2667,89.264,0.0974487,PDN15
34.2683,89.256,0.0974495,PDN15
34.27,89.248,0.0974436,PDN15
34.2717,89.239,0.0974344,PDN15
34.2733,89.231,0.0974306,PDN15
34.275,89.223,0.097429,PDN15
34.2767,89.214,0.0974311,PDN15
34.2783,89.207,0.0974384,PDN15
34.28,89.199,0.0974418,PDN15
34.2817,89.19,0.0974489,PDN15
34.2833,89.181,0.0974543,PDN15
34.285,89.174,0.097462,PDN15
34.2867,89.165,0.0974706,PDN15
34.2883,89.156,0.0974749,PDN15
34.29,89.148,0.0974771,PDN15
34.2917,89.14,0.0974877,PDN15
34.2933,89.132,0.0974978,PDN15
34.295,89.123,0.0975091,PDN15
34.2967,89.114,0.0975236,PDN15
34.2983,89.106,0.0975331,PDN15
34.3,89.099,0.0975422,PDN15
34.3017,89.089,0.0975451,PDN15
34.3033,89.081,0.0975474,PDN15
34.305,89.074,0.0975463,PDN15
34.3067,89.066,0.0975454,PDN15
34.3083,89.057,0.0975461,PDN15
34.31,89.047,0.0975517,PDN15
34.3117,89.04,0.0975558,PDN15
34.3133,89.032,0.0975602,PDN15
34.315,89.023,0.0975645,PDN15
34.3167,89.016,0.0975697,PDN15
34.3183,89.007,0.0975787,PDN15
34.32,88.997,0.0975895,PDN15
34.3217,88.99,0.0976013,PDN15
34.3233,88.982,0.097611,PDN15
34.325,88.974,0.0976224,PDN15
34.3267,88.965,0.0976345,PDN15
34.3283,88.957,0.0976466,PDN15
34.33,88.948,0.0976517,PDN15
34.3317,88.94,0.0976507,PDN15
34.3333,88.932,0.0976498,PDN15
34.335,88.924,0.0976499,PDN15
34.3367,88.915,0.0976478,PDN15
34.3383,88.907,0.097648,PDN15
34.34,88.899,0.0976528,PDN15
34.3417,88.89,0.0976592,PDN15
34.3433,88.882,0.0976688,PDN15
34.345,88.874,0.097677,PDN15
34.3467,88.865,0.0976868,PDN15
34.3483,88.857,0.0976953,PDN15
34.35,88.848,0.0977004,PDN15
34.3517,88.84,0.0977072,PDN15
34.3533,88.833,0.0977184,PDN15
34.355,88.824,0.0977304,PDN15
34.3567,88.816,0.0977459,PDN15
34.3583,88.807,0.0977632,PDN15
34.36,88.798,0.0977836,PDN15
34.3617,88.79,0.0978019,PDN15
34.3633,88.781,0.0978168,PDN15
34.365,88.773,0.0978291,PDN15
34.3667,88.765,0.0978393,PDN15
34.3683,88.757,0.0978458,PDN15
34.37,88.749,0.0978507,PDN15
34.3717,88.74,0.0978564,PDN15
34.3733,88.731,0.0978602,PDN15
34.375,88.723,0.0978669,PDN15
34.3767,88.715,0.0978756,PDN15
34.3783,88.706,0.0978843,PDN15
34.38,88.699,0.097891,PDN15
34.3817,88.69,0.0978963,PDN15
34.3833,88.682,0.0979044,PDN15
34.385,88.674,0.0979121,PDN15
34.3867,88.665,0.0979199,PDN15
34.3883,88.657,0.0979297,PDN15
34.39,88.648,0.0979384,PDN15
34.3917,88.64,0.0979463,PDN15
34.3933,88.632,0.0979494,PDN15
34.395,88.622,0.0979505,PDN15
34.3967,88.616,0.0979504,PDN15
34.3983,88.608,0.0979467,PDN15
34.4,88.598,0.0979428,PDN15
34.4017,88.59,0.0979401,PDN15
34.4033,88.582,0.0979419,PDN15
34.405,88.574,0.0979507,PDN15
34.4067,88.564,0.097966,PDN15
34.4083,88.556,0.0979894,PDN15
34.41,88.549,0.0980066,PDN15
34.4117,88.54,0.098022,PDN15
34.4133,88.532,0.0980321,PDN15
34.415,88.522,0.0980378,PDN15
34.4167,88.515,0.0980466,PDN15
34.4183,88.508,0.0980545,PDN15
34.42,88.499,0.0980609,PDN15
34.4217,88.49,0.0980676,PDN15
34.4233,88.482,0.0980736,PDN15
34.425,88.473,0.0980799,PDN15
34.4267,88.466,0.0980843,PDN15
34.4283,88.457,0.098085,PDN15
34.43,88.448,0.0980845,PDN15
34.4317,88.44,0.0980817,PDN15
34.4333,88.432,0.0980786,PDN15
34.435,88.424,0.0980815,PDN15
34.4367,88.415,0.0980891,PDN15
34.4383,88.407,0.0981034,PDN15
34.44,88.398,0.0981341,PDN15
34.4417,88.39,0.098157,PDN15
34.4433,88.381,0.0981721,PDN15
34.445,88.372,0.0981866,PDN15
34.4467,88.365,0.0981945,PDN15
34.4483,88.356,0.0981958,PDN15
34.45,88.348,0.0981845,PDN15
34.4517,88.34,0.0981587,PDN15
34.4533,88.332,0.0981441,PDN15
34.455,88.323,0.0981356,PDN15
34.4567,88.314,0.0981291,PDN15
34.4583,88.307,0.0981266,PDN15
34.46,88.299,0.0981289,PDN15
34.4617,88.291,0.0981313,PDN15
34.4633,88.282,0.0981368,PDN15
34.465,88.274,0.0981458,PDN15
34.4667,88.265,0.0981534,PDN15
34.4683,88.257,0.09816,PDN15
34.47,88.249,0.0981663,PDN15
34.4717,88.241,0.0981735,PDN15
34.4733,88.232,0.0981823,PDN15
34.475,88.224,0.0981939,PDN15
34.4767,88.216,0.0982067,PDN15
34.4783,88.208,0.0982166,PDN15
34.48,88.199,0.0982243,PDN15
34.4817,88.191,0.0982294,PDN15
34.4833,88.182,0.0982353,PDN15
34.485,88.174,0.0982421,PDN15
34.4867,88.166,0.0982501,PDN15
34.4883,88.157,0.0982596,PDN15
34.49,88.148,0.0982672,PDN15
34.4917,88.14,0.0982759,PDN15
34.4933,88.132,0.0982858,PDN15
34.495,88.123,0.0983008,PDN15
34.4967,88.114,0.0983167,PDN15
34.4983,88.107,0.0983285,PDN15
34.5,88.099,0.0983343,PDN15
34.5017,88.09,0.0983344,PDN15
34.5033,88.081,0.0983328,PDN15
34.505,88.074,0.098331,PDN15
34.5067,88.066,0.0983288,PDN15
34.5083,88.057,0.0983266,PDN15
34.51,88.049,0.098327,PDN15
34.5117,88.04,0.0983275,PDN15
34.5133,88.032,0.098331,PDN15
34.515,88.024,0.0983403,PDN15
34.5167,88.015,0.0983464,PDN15
34.5183,88.007,0.0983517,PDN15
34.52,87.999,0.098357,PDN15
34.5217,87.99,0.0983625,PDN15
34.5233,87.983,0.09837,PDN15
34.525,87.974,0.0983776,PDN15
34.5267,87.966,0.0983882,PDN15
34.5283,87.958,0.0983967,PDN15
34.53,87.949,0.0984039,PDN15
34.5317,87.94,0.0984118,PDN15
34.5333,87.932,0.0984206,PDN15
34.535,87.924,0.0984286,PDN15
34.5367,87.916,0.0984329,PDN15
34.5383,87.907,0.0984354,PDN15
34.54,87.898,0.0984364,PDN15
34.5417,87.89,0.0984419,PDN15
34.5433,87.882,0.0984517,PDN15
34.545,87.873,0.0984598,PDN15
34.5467,87.865,0.0984641,PDN15
34.5483,87.857,0.0984622,PDN15
34.55,87.849,0.0984618,PDN15
34.5517,87.84,0.098464,PDN15
34.5533,87.832,0.0984683,PDN15
34.555,87.824,0.0984705,PDN15
34.5567,87.816,0.0984677,PDN15
34.5583,87.807,0.0984625,PDN15
34.56,87.798,0.0984637,PDN15
34.5617,87.791,0.0984678,PDN15
34.5633,87.782,0.0984773,PDN15
34.565,87.773,0.0984919,PDN15
34.5667,87.765,0.0985029,PDN15
34.5683,87.756,0.0985158,PDN15
34.57,87.749,0.0985313,PDN15
34.5717,87.741,0.0985452,PDN15
34.5733,87.732,0.0985587,PDN15
34.575,87.725,0.0985665,PDN15
34.5767,87.715,0.0985682,PDN15
34.5783,87.708,0.0985701,PDN15
34.58,87.7,0.0985674,PDN15
34.5817,87.691,0.0985679,PDN15
34.5833,87.683,0.0985749,PDN15
34.585,87.674,0.098581,PDN15
34.5867,87.665,0.0985848,PDN15
34.5883,87.657,0.0985897,PDN15
34.59,87.649,0.0985938,PDN15
34.5917,87.641,0.0985977,PDN15
34.5933,87.633,0.0986044,PDN15
34.595,87.624,0.0986107,PDN15
34.5967,87.616,0.0986187,PDN15
34.5983,87.608,0.0986246,PDN15
34.6,87.599,0.0986306,PDN15
34.6017,87.591,0.0986369,PDN15
34.6033,87.584,0.098644,PDN15
34.605,87.574,0.0986474,PDN15
34.6067,87.567,0.0986451,PDN15
34.6083,87.558,0.0986415,PDN15
34.61,87.55,0.0986326,PDN15
34.6117,87.542,0.098626,PDN15
34.6133,87.532,0.0986205,PDN15
34.615,87.525,0.0986179,PDN15
34.6167,87.516,0.0986172,PDN15
34.6183,87.509,0.0986164,PDN15
34.62,87.5,0.098616,PDN15
34.6217,87.491,0.098617,PDN15
34.6233,87.483,0.0986179,PDN15
34.625,87.474,0.0986197,PDN15
34.6267,87.466,0.0986247,PDN15
34.6283,87.459,0.0986316,PDN15
34.63,87.45,0.098645,PDN15
34.6317,87.441,0.0986576,PDN15
34.6333,87.433,0.0986698,PDN15
34.635,87.425,0.0986806,PDN15
34.6367,87.416,0.0986904,PDN15
34.6383,87.408,0.0986983,PDN15
34.64,87.4,0.0987038,PDN15
34.6417,87.391,0.0987086,PDN15
34.6433,87.382,0.0987109,PDN15
34.645,87.375,0.0987093,PDN15
34.6467,87.366,0.0987067,PDN15
34.6483,87.358,0.0987067,PDN15
34.65,87.35,0.0987066,PDN15
34.6517,87.341,0.0987081,PDN15
34.6533,87.333,0.0987127,PDN15
34.655,87.325,0.0987179,PDN15
34.6567,87.316,0.0987216,PDN15
34.6583,87.307,0.0987257,PDN15
34.66,87.3,0.0987308,PDN15
34.6617,87.292,0.0987371,PDN15
34.6633,87.283,0.0987447,PDN15
34.665,87.275,0.0987534,PDN15
34.6667,87.267,0.0987589,PDN15
34.6683,87.258,0.0987617,PDN15
34.67,87.25,0.0987634,PDN15
34.6717,87.241,0.098763,PDN15
34.6733,87.234,0.098764,PDN15
34.675,87.224,0.098767,PDN15
34.6767,87.216,0.0987687,PDN15
34.6783,87.209,0.0987682,PDN15
34.68,87.2,0.0987681,PDN15
34.6817,87.191,0.0987667,PDN15
34.6833,87.183,0.0987673,PDN15
34.685,87.175,0.098771,PDN15
34.6867,87.165,0.0987764,PDN15
34.6883,87.158,0.0987843,PDN15
34.69,87.15,0.098794,PDN15
34.6917,87.142,0.0988037,PDN15
34.6933,87.133,0.0988125,PDN15
34.695,87.125,0.0988209,PDN15
34.6967,87.117,0.0988273,PDN15
34.6983,87.109,0.0988332,PDN15
34.7,87.1,0.0988355,PDN15
34.7017,87.092,0.0988359,PDN15
34.7033,87.082,0.0988384,PDN15
34.705,87.074,0.0988406,PDN15
34.7067,87.066,0.0988447,PDN15
34.7083,87.058,0.0988523,PDN15
34.71,87.05,0.0988596,PDN15
34.7117,87.041,0.09887,PDN15
34.7133,87.034,0.0988777,PDN15
34.715,87.024,0.0988842,PDN15
34.7167,87.016,0.098891,PDN15
34.7183,87.008,0.0988988,PDN15
34.72,87,0.0989102,PDN15
34.7217,86.992,0.0989192,PDN15
34.7233,86.983,0.0989299,PDN15
34.725,86.975,0.0989406,PDN15
34.7267,86.967,0.0989544,PDN15
34.7283,86.958,0.0989638,PDN15
34.73,86.95,0.0989716,PDN15
34.7317,86.942,0.0989795,PDN15
34.7333,86.933,0.0989851,PDN15
34.735,86.925,0.0989874,PDN15
34.7367,86.917,0.0989846,PDN15
34.7383,86.908,0.0989882,PDN15
34.74,86.9,0.0989941,PDN15
34.7417,86.891,0.0989997,PDN15
34.7433,86.883,0.0990065,PDN15
34.745,86.874,0.0990166,PDN15
34.7467,86.866,0.0990268,PDN15
34.7483,86.858,0.0990333,PDN15
34.75,86.85,0.0990384,PDN15
34.7517,86.842,0.0990417,PDN15
34.7533,86.833,0.0990475,PDN15
34.755,86.825,0.0990485,PDN15
34.7567,86.816,0.0990518,PDN15
34.7583,86.808,0.099059,PDN15
34.76,86.8,0.0990697,PDN15
34.7617,86.793,0.0990808,PDN15
34.7633,86.783,0.0990919,PDN15
34.765,86.775,0.099106,PDN15
34.7667,86.766,0.0991174,PDN15
34.7683,86.758,0.0991258,PDN15
34.77,86.749,0.0991289,PDN15
34.7717,86.741,0.0991327,PDN15
34.7733,86.733,0.0991357,PDN15
34.775,86.725,0.0991348,PDN15
34.7767,86.717,0.0991318,PDN15
34.7783,86.708,0.0991318,PDN15
34.78,86.7,0.0991309,PDN15
34.7817,86.691,0.099128,PDN15
34.7833,86.683,0.0991308,PDN15
34.785,86.675,0.0991373,PDN15
34.7867,86.667,0.0991478,PDN15
34.7883,86.658,0.0991616,PDN15
34.79,86.65,0.099176,PDN15
34.7917,86.642,0.0991878,PDN15
34.7933,86.634,0.0991981,PDN15
34.795,86.625,0.0992083,PDN15
34.7967,86.617,0.0992202,PDN15
34.7983,86.608,0.0992287,PDN15
34.8,86.599,0.0992372,PDN15
34.8017,86.592,0.099247,PDN15
34.8033,86.583,0.0992555,PDN15
34.805,86.575,0.0992637,PDN15
34.8067,86.567,0.0992717,PDN15
34.8083,86.558,0.0992782,PDN15
34.81,86.551,0.0992821,PDN15
34.8117,86.542,0.0992851,PDN15
34.8133,86.533,0.099295,PDN15
34.815,86.525,0.099304,PDN15
34.8167,86.516,0.0993102,PDN15
34.8183,86.509,0.0993121,PDN15
34.82,86.5,0.0993113,PDN15
34.8217,86.492,0.0993114,PDN15
34.8233,86.484,0.0993116,PDN15
34.825,86.475,0.0993107,PDN15
34.8267,86.467,0.0993102,PDN15
34.8283,86.458,0.0993087,PDN15
34.83,86.449,0.0993112,PDN15
34.8317,86.442,0.099322,PDN15
34.8333,86.434,0.0993357,PDN15
34.835,86.425,0.0993462,PDN15
34.8367,86.416,0.0993544,PDN15
34.8383,86.408,0.0993607,PDN15
34.84,86.4,0.0993689,PDN15
34.8417,86.392,0.0993746,PDN15
34.8433,86.384,0.0993771,PDN15
34.845,86.375,0.0993765,PDN15
34.8467,86.366,0.0993757,PDN15
34.8483,86.358,0.0993812,PDN15
34.85,86.35,0.0993884,PDN15
34.8517,86.341,0.0993915,PDN15
34.8533,86.334,0.0993937,PDN15
34.855,86.325,0.0993961,PDN15
34.8567,86.316,0.0993964,PDN15
34.8583,86.308,0.0993971,PDN15
34.86,86.3,0.0993995,PDN15
34.8617,86.291,0.0994,PDN15
34.8633,86.283,0.0993958,PDN15
34.865,86.275,0.099397,PDN15
34.8667,86.266,0.099401,PDN15
34.8683,86.258,0.0994023,PDN15
34.87,86.25,0.0994012,PDN15
34.8717,86.241,0.0994005,PDN15
34.8733,86.233,0.0993996,PDN15
34.875,86.226,0.0994014,PDN15
34.8767,86.216,0.0994047,PDN15
34.8783,86.208,0.0994132,PDN15
34.88,86.2,0.0994239,PDN15
34.8817,86.191,0.099435,PDN15
34.8833,86.183,0.0994445,PDN15
34.885,86.175,0.0994515,PDN15
34.8867,86.167,0.0994525,PDN15
34.8883,86.158,0.0994517,PDN15
34.89,86.15,0.0994446,PDN15
34.8917,86.141,0.0994384,PDN15
34.8933,86.133,0.0994355,PDN15
34.895,86.124,0.0994388,PDN15
34.8967,86.115,0.0994492,PDN15
34.8983,86.108,0.0994716,PDN15
34.9,86.099,0.0994934,PDN15
34.9017,86.091,0.0995085,PDN15
34.9033,86.083,0.0995186,PDN15
34.905,86.075,0.0995228,PDN15
34.9067,86.067,0.0995213,PDN15
34.9083,86.058,0.0995169,PDN15
34.91,86.051,0.0995022,PDN15
34.9117,86.042,0.0994747,PDN15
34.9133,86.033,0.0994595,PDN15
34.915,86.025,0.099452,PDN15
34.9167,86.018,0.0994495,PDN15
34.9183,86.008,0.0994501,PDN15
34.92,86,0.099455,PDN15
34.9217,85.992,0.0994603,PDN15
34.9233,85.983,0.0994685,PDN15
34.925,85.975,0.0994726,PDN15
34.9267,85.967,0.0994764,PDN15
34.9283,85.958,0.0994835,PDN15
34.93,85.95,0.0994871,PDN15
34.9317,85.941,0.0994888,PDN15
34.9333,85.932,0.0994856,PDN15
34.935,85.924,0.0994857,PDN15
34.9367,85.917,0.0994884,PDN15
34.9383,85.908,0.0994921,PDN15
34.94,85.9,0.0994923,PDN15
34.9417,85.891,0.0994915,PDN15
34.9433,85.884,0.0994893,PDN15
34.945,85.876,0.0994892,PDN15
34.9467,85.867,0.099496,PDN15
34.9483,85.859,0.0994998,PDN15
34.95,85.85,0.0994993,PDN15
34.9517,85.843,0.0994958,PDN15
34.9533,85.834,0.0994926,PDN15
34.955,85.825,0.0994919,PDN15
34.9567,85.817,0.0994928,PDN15
34.9583,85.809,0.099495,PDN15
34.96,85.8,0.0994961,PDN15
34.9617,85.792,0.0994988,PDN15
34.9633,85.785,0.0995013,PDN15
34.965,85.776,0.0995072,PDN15
34.9667,85.767,0.099511,PDN15
34.9683,85.76,0.0995123,PDN15
34.97,85.751,0.0995127,PDN15
34.9717,85.743,0.0995105,PDN15
34.9733,85.733,0.0995047,PDN15
34.975,85.726,0.0994959,PDN15
34.9767,85.717,0.0994903,PDN15
34.9783,85.709,0.099483,PDN15
34.98,85.7,0.0994769,PDN15
34.9817,85.692,0.0994671,PDN15
34.9833,85.684,0.0994624,PDN15
34.985,85.675,0.0994624,PDN15
34.9867,85.667,0.0994666,PDN15
34.9883,85.659,0.0994727,PDN15
34.99,85.65,0.0994839,PDN15
34.9917,85.642,0.0994956,PDN15
34.9933,85.633,0.0995054,PDN15
34.995,85.625,0.0995155,PDN15
34.9967,85.618,0.0995242,PDN15
34.9983,85.609,0.0995305,PDN15
35,85.601,0.0995313,PDN15
35.0017,85.591,0.099537,PDN15
35.0033,85.584,0.0995432,PDN15
35.005,85.575,0.099547,PDN15
35.0067,85.567,0.0995465,PDN15
35.0083,85.559,0.0995434,PDN15
35.01,85.551,0.0995404,PDN15
35.0117,85.542,0.0995409,PDN15
35.0133,85.533,0.0995434,PDN15
35.015,85.525,0.0995457,PDN15
35.0167,85.517,0.0995495,PDN15
35.0183,85.509,0.0995555,PDN15
35.02,85.5,0.099567,PDN15
35.0217,85.492,0.0995793,PDN15
35.0233,85.484,0.0995909,PDN15
35.025,85.476,0.0995986,PDN15
35.0267,85.467,0.0996039,PDN15
35.0283,85.459,0.0996035,PDN15
35.03,85.45,0.0995998,PDN15
35.0317,85.442,0.0995968,PDN15
35.0333,85.433,0.0995919,PDN15
35.035,85.426,0.099588,PDN15
35.0367,85.418,0.0995844,PDN15
35.0383,85.409,0.0995832,PDN15
35.04,85.401,0.0995847,PDN15
35.0417,85.392,0.0995909,PDN15
35.0433,85.384,0.0996052,PDN15
35.045,85.376,0.0996796,PDN15
35.0467,85.368,0.0997565,PDN15
35.0483,85.359,0.0998183,PDN15
35.05,85.35,0.0998629,PDN15
35.0517,85.342,0.0998946,PDN15
35.0533,85.334,0.0999072,PDN15
35.055,85.326,0.0999168,PDN15
35.0567,85.318,0.0999182,PDN15
35.0583,85.31,0.0999133,PDN15
35.06,85.301,0.0999013,PDN15
35.0617,85.291,0.0998923,PDN15
35.0633,85.283,0.099887,PDN15
35.065,85.275,0.0998768,PDN15
35.0667,85.268,0.0998671,PDN15
35.0683,85.259,0.0998596,PDN15
35.07,85.25,0.0998535,PDN15
35.0717,85.243,0.099849,PDN15
35.0733,85.233,0.0998459,PDN15
35.075,85.226,0.0998433,PDN15
35.0767,85.217,0.0998452,PDN15
35.0783,85.209,0.0998455,PDN15
35.08,85.201,0.0998469,PDN15
35.0817,85.193,0.0998532,PDN15
35.0833,85.184,0.0998591,PDN15
35.085,85.175,0.0998642,PDN15
35.0867,85.168,0.0998689,PDN15
35.0883,85.158,0.0998757,PDN15
35.09,85.151,0.0998827,PDN15
35.0917,85.144,0.0998906,PDN15
35.0933,85.134,0.0998993,PDN15
35.095,85.125,0.0999093,PDN15
35.0967,85.117,0.0999143,PDN15
35.0983,85.108,0.0999133,PDN15
35.1,85.101,0.0999099,PDN15
35.1017,85.092,0.0999062,PDN15
35.1033,85.084,0.0998981,PDN15
35.105,85.076,0.0998886,PDN15
35.1067,85.068,0.0998748,PDN15
35.1083,85.059,0.0998657,PDN15
35.11,85.052,0.0998591,PDN15
35.1117,85.043,0.0998573,PDN15
