Time,Temperature (°C),Heat Flow (Normalized)(W/g),Label
38.9133,76.18,0.28264,Control
38.915,76.173,0.282627,Control
38.9167,76.164,0.28261,Control
38.9183,76.155,0.282591,Control
38.92,76.147,0.28257,Control
38.9217,76.139,0.282543,Control
38.9233,76.13,0.282517,Control
38.925,76.122,0.282496,Control
38.9267,76.114,0.282487,Control
38.9283,76.106,0.282482,Control
38.93,76.096,0.282479,Control
38.9317,76.089,0.282487,Control
38.9333,76.08,0.282492,Control
38.935,76.072,0.282501,Control
38.9367,76.064,0.282508,Control
38.9383,76.055,0.282514,Control
38.94,76.047,0.282518,Control
38.9417,76.038,0.282519,Control
38.9433,76.03,0.28252,Control
38.945,76.021,0.282516,Control
38.9467,76.014,0.282507,Control
38.9483,76.005,0.2825,Control
38.95,75.997,0.2825,Control
38.9517,75.988,0.282496,Control
38.9533,75.98,0.28248,Control
38.955,75.971,0.28246,Control
38.9567,75.963,0.282436,Control
38.9583,75.955,0.282417,Control
38.96,75.946,0.282401,Control
38.9617,75.938,0.282393,Control
38.9633,75.929,0.282382,Control
38.965,75.921,0.28237,Control
38.9667,75.913,0.282364,Control
38.9683,75.905,0.28236,Control
38.97,75.897,0.282353,Control
38.9717,75.888,0.282345,Control
38.9733,75.88,0.282341,Control
38.975,75.871,0.282338,Control
38.9767,75.863,0.282342,Control
38.9783,75.855,0.282341,Control
38.98,75.846,0.28234,Control
38.9817,75.837,0.282333,Control
38.9833,75.83,0.282329,Control
38.985,75.822,0.28233,Control
38.9867,75.813,0.28233,Control
38.9883,75.805,0.282327,Control
38.99,75.798,0.282318,Control
38.9917,75.788,0.282305,Control
38.9933,75.781,0.28229,Control
38.995,75.771,0.282272,Control
38.9967,75.762,0.282253,Control
38.9983,75.755,0.282235,Control
39,75.747,0.282213,Control
39.0017,75.738,0.282199,Control
39.0033,75.73,0.282186,Control
39.005,75.722,0.282179,Control
39.0067,75.713,0.282178,Control
39.0083,75.705,0.282184,Control
39.01,75.696,0.282188,Control
39.0117,75.687,0.282192,Control
39.0133,75.68,0.282196,Control
39.015,75.671,0.282201,Control
39.0167,75.663,0.282201,Control
39.0183,75.654,0.282194,Control
39.02,75.647,0.282181,Control
39.0217,75.638,0.282164,Control
39.0233,75.629,0.282145,Control
39.025,75.622,0.282125,Control
39.0267,75.613,0.282114,Control
39.0283,75.605,0.282106,Control
39.03,75.597,0.282097,Control
39.0317,75.589,0.282093,Control
39.0333,75.58,0.282091,Control
39.035,75.572,0.282084,Control
39.0367,75.564,0.28207,Control
39.0383,75.555,0.28205,Control
39.04,75.547,0.282027,Control
39.0417,75.538,0.282006,Control
39.0433,75.53,0.281978,Control
39.045,75.522,0.281952,Control
39.0467,75.513,0.281936,Control
39.0483,75.505,0.281929,Control
39.05,75.497,0.281916,Control
39.0517,75.489,0.281905,Control
39.0533,75.481,0.281891,Control
39.055,75.471,0.281874,Control
39.0567,75.463,0.28185,Control
39.0583,75.456,0.281833,Control
39.06,75.446,0.281829,Control
39.0617,75.438,0.281828,Control
39.0633,75.43,0.281824,Control
39.065,75.422,0.281827,Control
39.0667,75.414,0.281836,Control
39.0683,75.406,0.28184,Control
39.07,75.396,0.281838,Control
39.0717,75.389,0.281835,Control
39.0733,75.38,0.281818,Control
39.075,75.371,0.281796,Control
39.0767,75.363,0.281756,Control
39.0783,75.355,0.281729,Control
39.08,75.347,0.281708,Control
39.0817,75.339,0.281688,Control
39.0833,75.33,0.281676,Control
39.085,75.322,0.281655,Control
39.0867,75.314,0.281634,Control
39.0883,75.306,0.281619,Control
39.09,75.297,0.281611,Control
39.0917,75.289,0.281612,Control
39.0933,75.282,0.281607,Control
39.095,75.272,0.281587,Control
39.0967,75.264,0.281567,Control
39.0983,75.257,0.281566,Control
39.1,75.248,0.281576,Control
39.1017,75.239,0.281585,Control
39.1033,75.23,0.281587,Control
39.105,75.222,0.281585,Control
39.1067,75.214,0.281585,Control
39.1083,75.206,0.281584,Control
39.11,75.198,0.281586,Control
39.1117,75.189,0.281583,Control
39.1133,75.182,0.281573,Control
39.115,75.173,0.281558,Control
39.1167,75.165,0.281543,Control
39.1183,75.156,0.281523,Control
39.12,75.147,0.281503,Control
39.1217,75.139,0.281475,Control
39.1233,75.131,0.281432,Control
39.125,75.122,0.281398,Control
39.1267,75.114,0.281365,Control
39.1283,75.106,0.281343,Control
39.13,75.098,0.281327,Control
39.1317,75.088,0.281314,Control
39.1333,75.081,0.281317,Control
39.135,75.072,0.281322,Control
39.1367,75.065,0.28133,Control
39.1383,75.056,0.281354,Control
39.14,75.047,0.281394,Control
39.1417,75.039,0.281424,Control
39.1433,75.031,0.281458,Control
39.145,75.023,0.281477,Control
39.1467,75.015,0.281486,Control
39.1483,75.005,0.281479,Control
39.15,74.997,0.281462,Control
39.1517,74.989,0.281441,Control
39.1533,74.98,0.281417,Control
39.155,74.972,0.281391,Control
39.1567,74.965,0.281374,Control
39.1583,74.956,0.281363,Control
39.16,74.947,0.281359,Control
39.1617,74.938,0.281365,Control
39.1633,74.931,0.281379,Control
39.165,74.921,0.281391,Control
39.1667,74.914,0.281396,Control
39.1683,74.906,0.281399,Control
39.17,74.897,0.281399,Control
39.1717,74.889,0.28139,Control
39.1733,74.88,0.281387,Control
39.175,74.873,0.281392,Control
39.1767,74.864,0.281395,Control
39.1783,74.855,0.281402,Control
39.18,74.848,0.281404,Control
39.1817,74.839,0.281401,Control
39.1833,74.831,0.2814,Control
39.185,74.822,0.281394,Control
39.1867,74.814,0.281389,Control
39.1883,74.805,0.281382,Control
39.19,74.798,0.281369,Control
39.1917,74.788,0.281359,Control
39.1933,74.781,0.281354,Control
39.195,74.773,0.281354,Control
39.1967,74.765,0.28136,Control
39.1983,74.756,0.281366,Control
39.2,74.748,0.281367,Control
39.2017,74.74,0.281367,Control
39.2033,74.731,0.28136,Control
39.205,74.722,0.281352,Control
39.2067,74.715,0.281338,Control
39.2083,74.705,0.281316,Control
39.21,74.697,0.281297,Control
39.2117,74.688,0.281285,Control
39.2133,74.679,0.281276,Control
39.215,74.673,0.281268,Control
39.2167,74.664,0.281262,Control
39.2183,74.656,0.281265,Control
39.22,74.647,0.281276,Control
39.2217,74.638,0.281283,Control
39.2233,74.63,0.281295,Control
39.225,74.622,0.281307,Control
39.2267,74.614,0.281307,Control
39.2283,74.605,0.281309,Control
39.23,74.597,0.28131,Control
39.2317,74.589,0.28131,Control
39.2333,74.581,0.281305,Control
39.235,74.572,0.281299,Control
39.2367,74.564,0.281289,Control
39.2383,74.556,0.281285,Control
39.24,74.547,0.281274,Control
39.2417,74.539,0.281266,Control
39.2433,74.531,0.281262,Control
39.245,74.523,0.281251,Control
39.2467,74.514,0.281243,Control
39.2483,74.505,0.281237,Control
39.25,74.497,0.281228,Control
39.2517,74.489,0.281218,Control
39.2533,74.481,0.281218,Control
39.255,74.473,0.281216,Control
39.2567,74.464,0.281209,Control
39.2583,74.455,0.281203,Control
39.26,74.448,0.281196,Control
39.2617,74.439,0.281193,Control
39.2633,74.43,0.281187,Control
39.265,74.422,0.28118,Control
39.2667,74.414,0.281161,Control
39.2683,74.405,0.281139,Control
39.27,74.397,0.281118,Control
39.2717,74.388,0.281107,Control
39.2733,74.38,0.28111,Control
39.275,74.371,0.281111,Control
39.2767,74.364,0.281113,Control
39.2783,74.355,0.281118,Control
39.28,74.348,0.281119,Control
39.2817,74.339,0.281122,Control
39.2833,74.331,0.28113,Control
39.285,74.322,0.281128,Control
39.2867,74.314,0.281125,Control
39.2883,74.306,0.281119,Control
39.29,74.297,0.281114,Control
39.2917,74.288,0.281111,Control
39.2933,74.28,0.281104,Control
39.295,74.271,0.281095,Control
39.2967,74.264,0.281088,Control
39.2983,74.255,0.281081,Control
39.3,74.247,0.281073,Control
39.3017,74.239,0.281071,Control
39.3033,74.23,0.281073,Control
39.305,74.221,0.281072,Control
39.3067,74.213,0.281076,Control
39.3083,74.205,0.281083,Control
39.31,74.197,0.281098,Control
39.3117,74.189,0.281104,Control
39.3133,74.181,0.281108,Control
39.315,74.172,0.281109,Control
39.3167,74.164,0.281117,Control
39.3183,74.155,0.281123,Control
39.32,74.146,0.281129,Control
39.3217,74.139,0.281134,Control
39.3233,74.13,0.281132,Control
39.325,74.122,0.281128,Control
39.3267,74.114,0.281119,Control
39.3283,74.104,0.281106,Control
39.33,74.097,0.281093,Control
39.3317,74.088,0.281076,Control
39.3333,74.079,0.281059,Control
39.335,74.072,0.281046,Control
39.3367,74.064,0.281032,Control
39.3383,74.056,0.281019,Control
39.34,74.046,0.281005,Control
39.3417,74.039,0.280998,Control
39.3433,74.031,0.280983,Control
39.345,74.022,0.280966,Control
39.3467,74.014,0.280924,Control
39.3483,74.005,0.2809,Control
39.35,73.997,0.280881,Control
39.3517,73.989,0.280869,Control
39.3533,73.981,0.280861,Control
39.355,73.973,0.280852,Control
39.3567,73.964,0.280839,Control
39.3583,73.955,0.280829,Control
39.36,73.947,0.280816,Control
39.3617,73.939,0.280803,Control
39.3633,73.93,0.280788,Control
39.365,73.923,0.280763,Control
39.3667,73.914,0.280739,Control
39.3683,73.905,0.280714,Control
39.37,73.898,0.280683,Control
39.3717,73.889,0.280655,Control
39.3733,73.881,0.28063,Control
39.375,73.873,0.280605,Control
39.3767,73.864,0.280587,Control
39.3783,73.855,0.28056,Control
39.38,73.847,0.28054,Control
39.3817,73.838,0.280525,Control
39.3833,73.831,0.280512,Control
39.385,73.822,0.280509,Control
39.3867,73.814,0.280516,Control
39.3883,73.805,0.280524,Control
39.39,73.797,0.280535,Control
39.3917,73.79,0.280543,Control
39.3933,73.78,0.280554,Control
39.395,73.773,0.280562,Control
39.3967,73.763,0.280561,Control
39.3983,73.756,0.280555,Control
39.4,73.748,0.280547,Control
39.4017,73.739,0.280534,Control
39.4033,73.731,0.280518,Control
39.405,73.723,0.280499,Control
39.4067,73.714,0.280486,Control
39.4083,73.707,0.280476,Control
39.41,73.696,0.280473,Control
39.4117,73.689,0.280478,Control
39.4133,73.681,0.280482,Control
39.415,73.672,0.280492,Control
39.4167,73.664,0.280501,Control
39.4183,73.656,0.280511,Control
39.42,73.647,0.280517,Control
39.4217,73.639,0.280512,Control
39.4233,73.631,0.280496,Control
39.425,73.622,0.280486,Control
39.4267,73.614,0.280472,Control
39.4283,73.606,0.280466,Control
39.43,73.597,0.280459,Control
39.4317,73.589,0.280452,Control
39.4333,73.581,0.280442,Control
39.435,73.573,0.280432,Control
39.4367,73.565,0.28042,Control
39.4383,73.556,0.280416,Control
39.44,73.548,0.280412,Control
39.4417,73.54,0.280401,Control
39.4433,73.531,0.280391,Control
39.445,73.522,0.280384,Control
39.4467,73.514,0.280388,Control
39.4483,73.505,0.2804,Control
39.45,73.498,0.280415,Control
39.4517,73.489,0.280428,Control
39.4533,73.482,0.280438,Control
39.455,73.473,0.280446,Control
39.4567,73.465,0.280451,Control
39.4583,73.457,0.280452,Control
39.46,73.447,0.280446,Control
39.4617,73.44,0.280423,Control
39.4633,73.432,0.280356,Control
39.465,73.423,0.280195,Control
39.4667,73.415,0.280108,Control
39.4683,73.406,0.280046,Control
39.47,73.399,0.280007,Control
39.4717,73.39,0.279985,Control
39.4733,73.382,0.279965,Control
39.475,73.373,0.279941,Control
39.4767,73.364,0.279927,Control
39.4783,73.356,0.27992,Control
39.48,73.349,0.279907,Control
39.4817,73.34,0.279897,Control
39.4833,73.331,0.279878,Control
39.485,73.324,0.279867,Control
39.4867,73.315,0.279854,Control
39.4883,73.306,0.27985,Control
39.49,73.297,0.279857,Control
39.4917,73.289,0.27987,Control
39.4933,73.281,0.279882,Control
39.495,73.273,0.279892,Control
39.4967,73.265,0.27991,Control
39.4983,73.256,0.279931,Control
39.5,73.247,0.279957,Control
39.5017,73.239,0.279976,Control
39.5033,73.231,0.279983,Control
39.505,73.223,0.279988,Control
39.5067,73.213,0.279988,Control
39.5083,73.207,0.279985,Control
39.51,73.197,0.279979,Control
39.5117,73.189,0.279968,Control
39.5133,73.181,0.279951,Control
39.515,73.174,0.279934,Control
39.5167,73.164,0.279919,Control
39.5183,73.156,0.279904,Control
39.52,73.147,0.279885,Control
39.5217,73.139,0.279868,Control
39.5233,73.132,0.279866,Control
39.525,73.122,0.279861,Control
39.5267,73.115,0.279862,Control
39.5283,73.106,0.279871,Control
39.53,73.097,0.27988,Control
39.5317,73.089,0.279883,Control
39.5333,73.081,0.279884,Control
39.535,73.073,0.279881,Control
39.5367,73.065,0.279875,Control
39.5383,73.057,0.279861,Control
39.54,73.047,0.279848,Control
39.5417,73.039,0.279843,Control
39.5433,73.031,0.279843,Control
39.545,73.023,0.279846,Control
39.5467,73.014,0.279849,Control
39.5483,73.006,0.279846,Control
39.55,72.997,0.279836,Control
39.5517,72.989,0.279819,Control
39.5533,72.981,0.279799,Control
39.555,72.973,0.279775,Control
39.5567,72.965,0.279742,Control
39.5583,72.957,0.279687,Control
39.56,72.949,0.279659,Control
39.5617,72.94,0.279638,Control
39.5633,72.932,0.279623,Control
39.565,72.924,0.279609,Control
39.5667,72.915,0.279595,Control
39.5683,72.905,0.279577,Control
39.57,72.899,0.279561,Control
39.5717,72.889,0.279542,Control
39.5733,72.881,0.279532,Control
39.575,72.873,0.279522,Control
39.5767,72.865,0.279509,Control
39.5783,72.857,0.279506,Control
39.58,72.848,0.279511,Control
39.5817,72.841,0.279536,Control
39.5833,72.831,0.27955,Control
39.585,72.824,0.279557,Control
39.5867,72.816,0.279557,Control
39.5883,72.807,0.279553,Control
39.59,72.798,0.279539,Control
39.5917,72.79,0.279524,Control
39.5933,72.782,0.279509,Control
39.595,72.773,0.27949,Control
39.5967,72.765,0.279481,Control
39.5983,72.756,0.279479,Control
39.6,72.748,0.279478,Control
39.6017,72.739,0.279477,Control
39.6033,72.731,0.279478,Control
39.605,72.723,0.27948,Control
39.6067,72.714,0.279485,Control
39.6083,72.707,0.279485,Control
39.61,72.697,0.279486,Control
39.6117,72.69,0.279484,Control
39.6133,72.681,0.279476,Control
39.615,72.673,0.279467,Control
39.6167,72.665,0.279469,Control
39.6183,72.657,0.279466,Control
39.62,72.648,0.27946,Control
39.6217,72.641,0.279449,Control
39.6233,72.632,0.279436,Control
39.625,72.624,0.279421,Control
39.6267,72.615,0.279406,Control
39.6283,72.608,0.279394,Control
39.63,72.599,0.27938,Control
39.6317,72.59,0.27936,Control
39.6333,72.583,0.279343,Control
39.635,72.574,0.279335,Control
39.6367,72.565,0.27933,Control
39.6383,72.557,0.279333,Control
39.64,72.549,0.279342,Control
39.6417,72.54,0.279348,Control
39.6433,72.531,0.279347,Control
39.645,72.522,0.279342,Control
39.6467,72.515,0.279337,Control
39.6483,72.507,0.279327,Control
39.65,72.498,0.279311,Control
39.6517,72.49,0.279295,Control
39.6533,72.481,0.279278,Control
39.655,72.473,0.279257,Control
39.6567,72.465,0.27924,Control
39.6583,72.456,0.279228,Control
39.66,72.448,0.279215,Control
39.6617,72.441,0.279202,Control
39.6633,72.431,0.279191,Control
39.665,72.424,0.279182,Control
39.6667,72.416,0.279184,Control
39.6683,72.406,0.279185,Control
39.67,72.399,0.27919,Control
39.6717,72.391,0.2792,Control
39.6733,72.382,0.279207,Control
39.675,72.374,0.279207,Control
39.6767,72.364,0.279204,Control
39.6783,72.356,0.279206,Control
39.68,72.348,0.279203,Control
39.6817,72.34,0.279198,Control
39.6833,72.332,0.279196,Control
39.685,72.323,0.279201,Control
39.6867,72.314,0.279208,Control
39.6883,72.307,0.279212,Control
39.69,72.299,0.279217,Control
39.6917,72.29,0.279223,Control
39.6933,72.282,0.279229,Control
39.695,72.274,0.279226,Control
39.6967,72.265,0.27922,Control
39.6983,72.256,0.279205,Control
39.7,72.249,0.279185,Control
39.7017,72.24,0.279166,Control
39.7033,72.233,0.279152,Control
39.705,72.224,0.279145,Control
39.7067,72.215,0.279137,Control
39.7083,72.208,0.279131,Control
39.71,72.199,0.279132,Control
39.7117,72.19,0.279136,Control
39.7133,72.181,0.279137,Control
39.715,72.174,0.279132,Control
39.7167,72.165,0.279126,Control
39.7183,72.157,0.279118,Control
39.72,72.149,0.27911,Control
39.7217,72.14,0.279092,Control
39.7233,72.131,0.279075,Control
39.725,72.124,0.279057,Control
39.7267,72.115,0.279041,Control
39.7283,72.107,0.279025,Control
39.73,72.098,0.279019,Control
39.7317,72.089,0.279014,Control
39.7333,72.082,0.279008,Control
39.735,72.073,0.279003,Control
39.7367,72.065,0.279,Control
39.7383,72.057,0.278993,Control
39.74,72.049,0.278978,Control
39.7417,72.041,0.278955,Control
39.7433,72.032,0.27893,Control
39.745,72.024,0.278902,Control
39.7467,72.015,0.278873,Control
39.7483,72.007,0.278855,Control
39.75,71.999,0.278849,Control
39.7517,71.991,0.278847,Control
39.7533,71.983,0.278848,Control
39.755,71.974,0.278851,Control
39.7567,71.966,0.278859,Control
39.7583,71.958,0.278871,Control
39.76,71.95,0.278871,Control
39.7617,71.941,0.278869,Control
39.7633,71.932,0.278859,Control
39.765,71.924,0.278845,Control
39.7667,71.915,0.278829,Control
39.7683,71.907,0.278816,Control
39.77,71.898,0.278798,Control
39.7717,71.89,0.27878,Control
39.7733,71.882,0.278762,Control
39.775,71.873,0.278748,Control
39.7767,71.865,0.278744,Control
39.7783,71.857,0.278744,Control
39.78,71.848,0.27875,Control
39.7817,71.84,0.278754,Control
39.7833,71.832,0.278764,Control
39.785,71.824,0.278772,Control
39.7867,71.815,0.278777,Control
39.7883,71.807,0.278777,Control
39.79,71.798,0.278773,Control
39.7917,71.79,0.278763,Control
39.7933,71.781,0.278754,Control
39.795,71.773,0.278745,Control
39.7967,71.765,0.27874,Control
39.7983,71.757,0.278732,Control
39.8,71.749,0.278727,Control
39.8017,71.74,0.278723,Control
39.8033,71.732,0.278722,Control
39.805,71.724,0.278723,Control
39.8067,71.715,0.278726,Control
39.8083,71.707,0.278721,Control
39.81,71.698,0.278722,Control
39.8117,71.691,0.278719,Control
39.8133,71.683,0.278724,Control
39.815,71.674,0.278724,Control
39.8167,71.665,0.278719,Control
39.8183,71.658,0.27871,Control
39.82,71.649,0.278709,Control
39.8217,71.641,0.278709,Control
39.8233,71.632,0.278709,Control
39.825,71.624,0.278714,Control
39.8267,71.615,0.27871,Control
39.8283,71.607,0.278709,Control
39.83,71.599,0.278704,Control
39.8317,71.59,0.278703,Control
39.8333,71.582,0.278707,Control
39.835,71.573,0.278707,Control
39.8367,71.566,0.278701,Control
39.8383,71.557,0.278697,Control
39.84,71.548,0.278693,Control
39.8417,71.54,0.278689,Control
39.8433,71.533,0.278691,Control
39.845,71.524,0.278693,Control
39.8467,71.515,0.278688,Control
39.8483,71.506,0.278679,Control
39.85,71.499,0.278666,Control
39.8517,71.49,0.278654,Control
39.8533,71.483,0.27864,Control
39.855,71.474,0.278623,Control
39.8567,71.466,0.278609,Control
39.8583,71.457,0.278597,Control
39.86,71.448,0.278586,Control
39.8617,71.44,0.278581,Control
39.8633,71.432,0.278589,Control
39.865,71.424,0.278591,Control
39.8667,71.416,0.2786,Control
39.8683,71.407,0.278611,Control
39.87,71.399,0.278618,Control
39.8717,71.391,0.278627,Control
39.8733,71.381,0.278632,Control
39.875,71.374,0.278634,Control
39.8767,71.366,0.278639,Control
39.8783,71.357,0.27864,Control
39.88,71.349,0.278633,Control
39.8817,71.34,0.278628,Control
39.8833,71.331,0.278618,Control
39.885,71.324,0.278613,Control
39.8867,71.315,0.27861,Control
39.8883,71.307,0.278614,Control
39.89,71.299,0.278617,Control
39.8917,71.29,0.278623,Control
39.8933,71.281,0.278629,Control
39.895,71.273,0.278638,Control
39.8967,71.265,0.278645,Control
39.8983,71.257,0.278638,Control
39.9,71.249,0.278628,Control
39.9017,71.24,0.278611,Control
39.9033,71.231,0.278593,Control
39.905,71.224,0.27857,Control
39.9067,71.215,0.278551,Control
39.9083,71.206,0.278534,Control
39.91,71.198,0.278522,Control
39.9117,71.191,0.278519,Control
39.9133,71.181,0.278522,Control
39.915,71.175,0.278523,Control
39.9167,71.165,0.278525,Control
39.9183,71.157,0.27853,Control
39.92,71.148,0.278537,Control
39.9217,71.14,0.278544,Control
39.9233,71.131,0.278539,Control
39.925,71.123,0.278528,Control
39.9267,71.115,0.278513,Control
39.9283,71.107,0.278509,Control
39.93,71.099,0.278516,Control
39.9317,71.09,0.278523,Control
39.9333,71.081,0.278524,Control
39.935,71.074,0.278512,Control
39.9367,71.066,0.278505,Control
39.9383,71.057,0.278499,Control
39.94,71.048,0.278489,Control
39.9417,71.041,0.27847,Control
39.9433,71.032,0.278447,Control
39.945,71.024,0.278424,Control
39.9467,71.016,0.278409,Control
39.9483,71.008,0.278397,Control
39.95,70.998,0.278393,Control
39.9517,70.99,0.278386,Control
39.9533,70.982,0.278375,Control
39.955,70.975,0.278356,Control
39.9567,70.966,0.278338,Control
39.9583,70.958,0.278319,Control
39.96,70.949,0.278302,Control
39.9617,70.941,0.278285,Control
39.9633,70.933,0.27827,Control
39.965,70.924,0.278259,Control
39.9667,70.916,0.278252,Control
39.9683,70.907,0.278245,Control
39.97,70.899,0.278238,Control
39.9717,70.891,0.278223,Control
39.9733,70.882,0.278204,Control
39.975,70.873,0.278185,Control
39.9767,70.866,0.278165,Control
39.9783,70.857,0.278146,Control
39.98,70.85,0.278129,Control
39.9817,70.841,0.278116,Control
39.9833,70.833,0.278106,Control
39.985,70.824,0.278101,Control
39.9867,70.816,0.278098,Control
39.9883,70.807,0.278098,Control
39.99,70.799,0.278093,Control
39.9917,70.792,0.278087,Control
39.9933,70.784,0.278089,Control
39.995,70.775,0.278098,Control
39.9967,70.766,0.27811,Control
39.9983,70.757,0.278116,Control
40,70.748,0.278115,Control
40.0017,70.741,0.278106,Control
40.0033,70.733,0.278098,Control
40.005,70.724,0.27808,Control
40.0067,70.715,0.27806,Control
40.0083,70.707,0.27804,Control
40.01,70.699,0.278018,Control
40.0117,70.691,0.278004,Control
40.0133,70.682,0.277991,Control
40.015,70.674,0.277983,Control
40.0167,70.666,0.277978,Control
40.0183,70.657,0.277971,Control
40.02,70.648,0.277971,Control
40.0217,70.641,0.277972,Control
40.0233,70.633,0.27797,Control
40.025,70.624,0.277964,Control
40.0267,70.616,0.277958,Control
40.0283,70.608,0.277954,Control
40.03,70.599,0.277946,Control
40.0317,70.591,0.27793,Control
40.0333,70.583,0.277914,Control
40.035,70.574,0.277899,Control
40.0367,70.566,0.277875,Control
40.0383,70.558,0.277865,Control
40.04,70.549,0.277861,Control
40.0417,70.54,0.277862,Control
40.0433,70.532,0.277859,Control
40.045,70.524,0.277858,Control
40.0467,70.515,0.277862,Control
40.0483,70.507,0.27786,Control
40.05,70.498,0.277858,Control
40.0517,70.491,0.277865,Control
40.0533,70.483,0.277867,Control
40.055,70.473,0.277861,Control
40.0567,70.466,0.27786,Control
40.0583,70.457,0.277871,Control
40.06,70.449,0.277887,Control
40.0617,70.441,0.277913,Control
40.0633,70.433,0.277932,Control
40.065,70.424,0.277943,Control
40.0667,70.416,0.277945,Control
40.0683,70.408,0.277942,Control
40.07,70.4,0.277945,Control
40.0717,70.391,0.277942,Control
40.0733,70.383,0.277932,Control
40.075,70.375,0.277917,Control
40.0767,70.366,0.277903,Control
40.0783,70.358,0.277884,Control
40.08,70.35,0.277868,Control
40.0817,70.341,0.277852,Control
40.0833,70.334,0.277835,Control
40.085,70.324,0.277808,Control
40.0867,70.315,0.277784,Control
40.0883,70.307,0.277756,Control
40.09,70.299,0.277731,Control
40.0917,70.292,0.277711,Control
40.0933,70.282,0.277697,Control
40.095,70.275,0.277684,Control
40.0967,70.266,0.277675,Control
40.0983,70.258,0.277672,Control
40.1,70.249,0.277669,Control
40.1017,70.241,0.277674,Control
40.1033,70.234,0.277683,Control
40.105,70.224,0.277696,Control
40.1067,70.215,0.27771,Control
40.1083,70.207,0.27773,Control
40.11,70.199,0.277745,Control
40.1117,70.191,0.277755,Control
40.1133,70.182,0.277757,Control
40.115,70.173,0.277752,Control
40.1167,70.166,0.277743,Control
40.1183,70.158,0.277736,Control
40.12,70.149,0.27772,Control
40.1217,70.141,0.277705,Control
40.1233,70.132,0.277688,Control
40.125,70.124,0.277671,Control
40.1267,70.115,0.277667,Control
40.1283,70.108,0.277666,Control
40.13,70.099,0.277664,Control
40.1317,70.09,0.277662,Control
40.1333,70.083,0.277656,Control
40.135,70.074,0.277652,Control
40.1367,70.066,0.277649,Control
40.1383,70.057,0.27764,Control
40.14,70.048,0.27763,Control
40.1417,70.041,0.277621,Control
40.1433,70.033,0.277605,Control
40.145,70.024,0.277598,Control
40.1467,70.015,0.277595,Control
40.1483,70.008,0.277587,Control
40.15,70,0.27759,Control
40.1517,69.992,0.277591,Control
40.1533,69.982,0.277593,Control
40.155,69.974,0.277599,Control
40.1567,69.966,0.277597,Control
40.1583,69.957,0.277587,Control
40.16,69.949,0.277571,Control
40.1617,69.941,0.277552,Control
40.1633,69.934,0.277544,Control
40.165,69.924,0.277541,Control
40.1667,69.916,0.277541,Control
40.1683,69.908,0.277542,Control
40.17,69.9,0.277548,Control
40.1717,69.891,0.277561,Control
40.1733,69.882,0.27758,Control
40.175,69.874,0.27759,Control
40.1767,69.865,0.277596,Control
40.1783,69.857,0.277597,Control
40.18,69.849,0.277601,Control
40.1817,69.84,0.277605,Control
40.1833,69.833,0.277605,Control
40.185,69.824,0.277595,Control
40.1867,69.816,0.277581,Control
40.1883,69.808,0.27756,Control
40.19,69.8,0.277543,Control
40.1917,69.79,0.277524,Control
40.1933,69.782,0.277469,Control
40.195,69.774,0.277403,Control
40.1967,69.766,0.277316,Control
40.1983,69.758,0.277261,Control
40.2,69.75,0.277234,Control
40.2017,69.741,0.27721,Control
40.2033,69.733,0.277192,Control
40.205,69.724,0.277183,Control
40.2067,69.716,0.277181,Control
40.2083,69.707,0.277186,Control
40.21,69.699,0.277199,Control
40.2117,69.691,0.277224,Control
40.2133,69.682,0.277238,Control
40.215,69.675,0.277253,Control
40.2167,69.666,0.277265,Control
40.2183,69.658,0.277274,Control
40.22,69.649,0.277272,Control
40.2217,69.64,0.277271,Control
40.2233,69.633,0.27726,Control
40.225,69.623,0.277246,Control
40.2267,69.615,0.277238,Control
40.2283,69.607,0.277234,Control
40.23,69.599,0.27723,Control
40.2317,69.592,0.277229,Control
40.2333,69.581,0.277239,Control
40.235,69.574,0.277247,Control
40.2367,69.566,0.277255,Control
40.2383,69.558,0.277256,Control
40.24,69.549,0.277249,Control
40.2417,69.54,0.277234,Control
40.2433,69.533,0.277213,Control
40.245,69.524,0.277188,Control
40.2467,69.516,0.277166,Control
40.2483,69.507,0.277145,Control
40.25,69.499,0.277131,Control
40.2517,69.491,0.277129,Control
40.2533,69.482,0.277134,Control
40.255,69.474,0.277136,Control
40.2567,69.466,0.277136,Control
40.2583,69.457,0.277134,Control
40.26,69.449,0.277136,Control
40.2617,69.44,0.27714,Control
40.2633,69.433,0.277138,Control
40.265,69.425,0.277132,Control
40.2667,69.417,0.277127,Control
40.2683,69.407,0.27712,Control
40.27,69.4,0.277114,Control
40.2717,69.392,0.277113,Control
40.2733,69.383,0.27711,Control
40.275,69.374,0.277107,Control
40.2767,69.366,0.277096,Control
40.2783,69.357,0.277084,Control
40.28,69.349,0.277069,Control
40.2817,69.341,0.277048,Control
40.2833,69.333,0.277026,Control
40.285,69.325,0.277012,Control
40.2867,69.317,0.276998,Control
40.2883,69.307,0.276982,Control
40.29,69.3,0.276972,Control
40.2917,69.292,0.276974,Control
40.2933,69.283,0.276987,Control
40.295,69.274,0.277001,Control
40.2967,69.267,0.277009,Control
40.2983,69.258,0.277009,Control
40.3,69.25,0.277003,Control
40.3017,69.24,0.276987,Control
40.3033,69.233,0.276968,Control
40.305,69.225,0.276932,Control
40.3067,69.217,0.276881,Control
40.3083,69.208,0.276826,Control
