Time,Temperature (°C),Heat Flow (Normalized)(W/g),Label
14.595,73.232,-0.858001,Control
14.5967,73.238,-0.857947,Control
14.5983,73.242,-0.857895,Control
14.6,73.248,-0.857841,Control
14.6017,73.254,-0.857787,Control
14.6033,73.258,-0.85774,Control
14.605,73.262,-0.857694,Control
14.6067,73.268,-0.857645,Control
14.6083,73.272,-0.857594,Control
14.61,73.278,-0.857544,Control
14.6117,73.283,-0.857495,Control
14.6133,73.288,-0.857446,Control
14.615,73.293,-0.857403,Control
14.6167,73.299,-0.857368,Control
14.6183,73.303,-0.85733,Control
14.62,73.308,-0.857291,Control
14.6217,73.313,-0.857253,Control
14.6233,73.318,-0.857217,Control
14.625,73.324,-0.857178,Control
14.6267,73.328,-0.857131,Control
14.6283,73.333,-0.857082,Control
14.63,73.338,-0.85703,Control
14.6317,73.343,-0.856976,Control
14.6333,73.348,-0.856921,Control
14.635,73.353,-0.856871,Control
14.6367,73.358,-0.856821,Control
14.6383,73.362,-0.856771,Control
14.64,73.369,-0.856723,Control
14.6417,73.373,-0.856675,Control
14.6433,73.377,-0.856625,Control
14.645,73.384,-0.856575,Control
14.6467,73.388,-0.856528,Control
14.6483,73.394,-0.856483,Control
14.65,73.398,-0.856435,Control
14.6517,73.403,-0.856385,Control
14.6533,73.409,-0.856336,Control
14.655,73.412,-0.856282,Control
14.6567,73.418,-0.856232,Control
14.6583,73.423,-0.856187,Control
14.66,73.428,-0.85614,Control
14.6617,73.433,-0.856089,Control
14.6633,73.438,-0.856032,Control
14.665,73.442,-0.85598,Control
14.6667,73.447,-0.855932,Control
14.6683,73.452,-0.855886,Control
14.67,73.459,-0.855842,Control
14.6717,73.463,-0.855805,Control
14.6733,73.468,-0.855766,Control
14.675,73.473,-0.855722,Control
14.6767,73.477,-0.85568,Control
14.6783,73.483,-0.855629,Control
14.68,73.488,-0.855572,Control
14.6817,73.493,-0.855485,Control
14.6833,73.499,-0.8554,Control
14.685,73.504,-0.855337,Control
14.6867,73.509,-0.855278,Control
14.6883,73.513,-0.855218,Control
14.69,73.519,-0.855168,Control
14.6917,73.523,-0.855117,Control
14.6933,73.528,-0.85507,Control
14.695,73.533,-0.855025,Control
14.6967,73.539,-0.854981,Control
14.6983,73.544,-0.854936,Control
14.7,73.548,-0.854889,Control
14.7017,73.553,-0.854836,Control
14.7033,73.558,-0.854783,Control
14.705,73.563,-0.854736,Control
14.7067,73.568,-0.854689,Control
14.7083,73.574,-0.854649,Control
14.71,73.578,-0.854599,Control
14.7117,73.583,-0.854548,Control
14.7133,73.589,-0.854505,Control
14.715,73.594,-0.854462,Control
14.7167,73.599,-0.854429,Control
14.7183,73.604,-0.854396,Control
14.72,73.609,-0.854354,Control
14.7217,73.613,-0.854313,Control
14.7233,73.62,-0.854278,Control
14.725,73.623,-0.854247,Control
14.7267,73.629,-0.854217,Control
14.7283,73.633,-0.854182,Control
14.73,73.638,-0.854146,Control
14.7317,73.644,-0.854106,Control
14.7333,73.649,-0.854065,Control
14.735,73.653,-0.854023,Control
14.7367,73.659,-0.853978,Control
14.7383,73.664,-0.853932,Control
14.74,73.668,-0.85388,Control
14.7417,73.674,-0.853824,Control
14.7433,73.678,-0.85377,Control
14.745,73.683,-0.853716,Control
14.7467,73.689,-0.85366,Control
14.7483,73.693,-0.85359,Control
14.75,73.698,-0.853529,Control
14.7517,73.704,-0.853469,Control
14.7533,73.709,-0.853403,Control
14.755,73.714,-0.853348,Control
14.7567,73.718,-0.853291,Control
14.7583,73.723,-0.85324,Control
14.76,73.729,-0.853189,Control
14.7617,73.734,-0.853138,Control
14.7633,73.739,-0.853089,Control
14.765,73.744,-0.853044,Control
14.7667,73.748,-0.852994,Control
14.7683,73.754,-0.85295,Control
14.77,73.759,-0.852906,Control
14.7717,73.765,-0.852851,Control
14.7733,73.768,-0.852787,Control
14.775,73.774,-0.852723,Control
14.7767,73.778,-0.852663,Control
14.7783,73.784,-0.852609,Control
14.78,73.789,-0.85256,Control
14.7817,73.794,-0.852502,Control
14.7833,73.798,-0.852445,Control
14.785,73.804,-0.852394,Control
14.7867,73.808,-0.852346,Control
14.7883,73.814,-0.852296,Control
14.79,73.818,-0.852238,Control
14.7917,73.823,-0.852178,Control
14.7933,73.829,-0.852117,Control
14.795,73.834,-0.85206,Control
14.7967,73.838,-0.852011,Control
14.7983,73.844,-0.85196,Control
14.8,73.848,-0.8519,Control
14.8017,73.853,-0.851842,Control
14.8033,73.858,-0.85179,Control
14.805,73.864,-0.851741,Control
14.8067,73.868,-0.851692,Control
14.8083,73.873,-0.851637,Control
14.81,73.878,-0.851579,Control
14.8117,73.883,-0.851524,Control
14.8133,73.889,-0.85147,Control
14.815,73.892,-0.851416,Control
14.8167,73.899,-0.851368,Control
14.8183,73.904,-0.85131,Control
14.82,73.908,-0.851253,Control
14.8217,73.913,-0.8512,Control
14.8233,73.918,-0.851142,Control
14.825,73.924,-0.851087,Control
14.8267,73.929,-0.851035,Control
14.8283,73.933,-0.850991,Control
14.83,73.939,-0.850945,Control
14.8317,73.944,-0.850897,Control
14.8333,73.949,-0.850846,Control
14.835,73.953,-0.850804,Control
14.8367,73.959,-0.850764,Control
14.8383,73.965,-0.85072,Control
14.84,73.968,-0.850672,Control
14.8417,73.973,-0.850616,Control
14.8433,73.98,-0.850559,Control
14.845,73.984,-0.850506,Control
14.8467,73.988,-0.850455,Control
14.8483,73.994,-0.850409,Control
14.85,73.999,-0.850367,Control
14.8517,74.004,-0.850327,Control
14.8533,74.009,-0.850289,Control
14.855,74.014,-0.850254,Control
14.8567,74.018,-0.850216,Control
14.8583,74.023,-0.850173,Control
14.86,74.029,-0.850128,Control
14.8617,74.034,-0.85008,Control
14.8633,74.038,-0.850026,Control
14.865,74.043,-0.849971,Control
14.8667,74.049,-0.849917,Control
14.8683,74.054,-0.849859,Control
14.87,74.059,-0.849797,Control
14.8717,74.064,-0.849741,Control
14.8733,74.069,-0.849686,Control
14.875,74.074,-0.849635,Control
14.8767,74.079,-0.849593,Control
14.8783,74.084,-0.849557,Control
14.88,74.089,-0.849523,Control
14.8817,74.093,-0.84949,Control
14.8833,74.098,-0.849453,Control
14.885,74.104,-0.849415,Control
14.8867,74.109,-0.849383,Control
14.8883,74.114,-0.849355,Control
14.89,74.12,-0.849323,Control
14.8917,74.125,-0.849285,Control
14.8933,74.129,-0.849243,Control
14.895,74.133,-0.849202,Control
14.8967,74.139,-0.849151,Control
14.8983,74.144,-0.849101,Control
14.9,74.15,-0.849049,Control
14.9017,74.154,-0.848998,Control
14.9033,74.159,-0.848944,Control
14.905,74.163,-0.848894,Control
14.9067,74.169,-0.848847,Control
14.9083,74.174,-0.8488,Control
14.91,74.179,-0.848753,Control
14.9117,74.184,-0.848705,Control
14.9133,74.189,-0.84866,Control
14.915,74.194,-0.848613,Control
14.9167,74.199,-0.848562,Control
14.9183,74.205,-0.848509,Control
14.92,74.209,-0.848453,Control
14.9217,74.214,-0.84839,Control
14.9233,74.219,-0.848333,Control
14.925,74.224,-0.848274,Control
14.9267,74.228,-0.848222,Control
14.9283,74.234,-0.848175,Control
14.93,74.239,-0.848134,Control
14.9317,74.243,-0.848097,Control
14.9333,74.249,-0.848058,Control
14.935,74.254,-0.848016,Control
14.9367,74.259,-0.84797,Control
14.9383,74.263,-0.847925,Control
14.94,74.268,-0.847877,Control
14.9417,74.275,-0.847828,Control
14.9433,74.278,-0.847772,Control
14.945,74.284,-0.847714,Control
14.9467,74.29,-0.847661,Control
14.9483,74.294,-0.847612,Control
14.95,74.3,-0.847569,Control
14.9517,74.304,-0.847522,Control
14.9533,74.309,-0.84747,Control
14.955,74.313,-0.84741,Control
14.9567,74.32,-0.847341,Control
14.9583,74.324,-0.847251,Control
14.96,74.33,-0.847191,Control
14.9617,74.335,-0.847131,Control
14.9633,74.34,-0.847073,Control
14.965,74.345,-0.847021,Control
14.9667,74.349,-0.846972,Control
14.9683,74.355,-0.846929,Control
14.97,74.359,-0.846893,Control
14.9717,74.364,-0.846853,Control
14.9733,74.369,-0.846817,Control
14.975,74.374,-0.846777,Control
14.9767,74.379,-0.846733,Control
14.9783,74.383,-0.846692,Control
14.98,74.39,-0.846655,Control
14.9817,74.394,-0.846615,Control
14.9833,74.399,-0.846582,Control
14.985,74.404,-0.846548,Control
14.9867,74.41,-0.846511,Control
14.9883,74.414,-0.846465,Control
14.99,74.42,-0.846415,Control
14.9917,74.425,-0.846361,Control
14.9933,74.428,-0.846306,Control
14.995,74.434,-0.84625,Control
14.9967,74.439,-0.846193,Control
14.9983,74.445,-0.846136,Control
15,74.449,-0.846079,Control
15.0017,74.454,-0.846025,Control
15.0033,74.461,-0.845979,Control
15.005,74.465,-0.845937,Control
15.0067,74.469,-0.845891,Control
15.0083,74.474,-0.845839,Control
15.01,74.479,-0.845782,Control
15.0117,74.484,-0.845712,Control
15.0133,74.489,-0.845649,Control
15.015,74.493,-0.845589,Control
15.0167,74.5,-0.845532,Control
15.0183,74.505,-0.845474,Control
15.02,74.509,-0.845419,Control
15.0217,74.515,-0.84537,Control
15.0233,74.52,-0.845326,Control
15.025,74.525,-0.845285,Control
15.0267,74.529,-0.845243,Control
15.0283,74.534,-0.845199,Control
15.03,74.539,-0.845155,Control
15.0317,74.545,-0.845103,Control
15.0333,74.549,-0.845058,Control
15.035,74.554,-0.845014,Control
15.0367,74.558,-0.844961,Control
15.0383,74.565,-0.84491,Control
15.04,74.57,-0.844854,Control
15.0417,74.574,-0.844795,Control
15.0433,74.579,-0.844736,Control
15.045,74.584,-0.844679,Control
15.0467,74.589,-0.844622,Control
15.0483,74.595,-0.844569,Control
15.05,74.6,-0.844517,Control
15.0517,74.605,-0.844464,Control
15.0533,74.61,-0.844413,Control
15.055,74.615,-0.844358,Control
15.0567,74.62,-0.844305,Control
15.0583,74.624,-0.844251,Control
15.06,74.63,-0.844189,Control
15.0617,74.635,-0.844126,Control
15.0633,74.64,-0.844064,Control
15.065,74.645,-0.843975,Control
15.0667,74.649,-0.843909,Control
15.0683,74.655,-0.843849,Control
15.07,74.659,-0.843792,Control
15.0717,74.665,-0.843743,Control
15.0733,74.67,-0.843695,Control
15.075,74.675,-0.843655,Control
15.0767,74.68,-0.843624,Control
15.0783,74.685,-0.843591,Control
15.08,74.69,-0.843562,Control
15.0817,74.695,-0.843529,Control
15.0833,74.699,-0.843494,Control
15.085,74.706,-0.843453,Control
15.0867,74.71,-0.843407,Control
15.0883,74.715,-0.84336,Control
15.09,74.719,-0.843317,Control
15.0917,74.725,-0.843266,Control
15.0933,74.73,-0.843213,Control
15.095,74.735,-0.843158,Control
15.0967,74.74,-0.843105,Control
15.0983,74.744,-0.843052,Control
15.1,74.75,-0.842991,Control
15.1017,74.755,-0.842929,Control
15.1033,74.759,-0.842868,Control
15.105,74.764,-0.84281,Control
15.1067,74.77,-0.842754,Control
15.1083,74.774,-0.842698,Control
15.11,74.779,-0.842641,Control
15.1117,74.785,-0.842588,Control
15.1133,74.789,-0.842538,Control
15.115,74.794,-0.84249,Control
15.1167,74.8,-0.842445,Control
15.1183,74.805,-0.842392,Control
15.12,74.81,-0.842331,Control
15.1217,74.816,-0.842268,Control
15.1233,74.821,-0.842202,Control
15.125,74.825,-0.842137,Control
15.1267,74.83,-0.842075,Control
15.1283,74.834,-0.842015,Control
15.13,74.839,-0.841955,Control
15.1317,74.844,-0.841905,Control
15.1333,74.851,-0.841861,Control
15.135,74.855,-0.841823,Control
15.1367,74.859,-0.841779,Control
15.1383,74.864,-0.841727,Control
15.14,74.87,-0.841665,Control
15.1417,74.874,-0.841603,Control
15.1433,74.88,-0.841538,Control
15.145,74.884,-0.841472,Control
15.1467,74.89,-0.841394,Control
15.1483,74.895,-0.841324,Control
15.15,74.899,-0.841262,Control
15.1517,74.905,-0.841205,Control
15.1533,74.91,-0.841152,Control
15.155,74.916,-0.841103,Control
15.1567,74.921,-0.841054,Control
15.1583,74.926,-0.840997,Control
15.16,74.93,-0.840945,Control
15.1617,74.935,-0.840893,Control
15.1633,74.94,-0.840837,Control
15.165,74.945,-0.840789,Control
15.1667,74.95,-0.840738,Control
15.1683,74.955,-0.840683,Control
15.17,74.96,-0.840634,Control
15.1717,74.965,-0.840593,Control
15.1733,74.97,-0.840552,Control
15.175,74.975,-0.840507,Control
15.1767,74.98,-0.840458,Control
15.1783,74.984,-0.840411,Control
15.18,74.99,-0.840365,Control
15.1817,74.995,-0.840316,Control
15.1833,75,-0.840264,Control
15.185,75.004,-0.840208,Control
15.1867,75.01,-0.840155,Control
15.1883,75.015,-0.840099,Control
15.19,75.021,-0.840044,Control
15.1917,75.025,-0.839983,Control
15.1933,75.03,-0.839923,Control
15.195,75.035,-0.839867,Control
15.1967,75.041,-0.839814,Control
15.1983,75.045,-0.839765,Control
15.2,75.051,-0.839723,Control
15.2017,75.054,-0.839681,Control
15.2033,75.059,-0.839635,Control
15.205,75.065,-0.839596,Control
15.2067,75.07,-0.839556,Control
15.2083,75.076,-0.83951,Control
15.21,75.08,-0.839461,Control
15.2117,75.085,-0.839412,Control
15.2133,75.089,-0.839365,Control
15.215,75.094,-0.839315,Control
15.2167,75.101,-0.839268,Control
15.2183,75.106,-0.839222,Control
15.22,75.11,-0.83917,Control
15.2217,75.115,-0.839117,Control
15.2233,75.12,-0.839069,Control
15.225,75.125,-0.839024,Control
15.2267,75.129,-0.838978,Control
15.2283,75.135,-0.838936,Control
15.23,75.14,-0.838895,Control
15.2317,75.145,-0.838848,Control
15.2333,75.15,-0.838802,Control
15.235,75.155,-0.838758,Control
15.2367,75.16,-0.838709,Control
15.2383,75.165,-0.838657,Control
15.24,75.17,-0.838602,Control
15.2417,75.176,-0.838545,Control
15.2433,75.179,-0.83849,Control
15.245,75.185,-0.838436,Control
15.2467,75.191,-0.838382,Control
15.2483,75.194,-0.838334,Control
15.25,75.2,-0.838288,Control
15.2517,75.204,-0.838249,Control
15.2533,75.209,-0.838204,Control
15.255,75.216,-0.838152,Control
15.2567,75.22,-0.838093,Control
15.2583,75.226,-0.838042,Control
15.26,75.229,-0.837996,Control
15.2617,75.235,-0.837949,Control
15.2633,75.24,-0.837898,Control
15.265,75.245,-0.837849,Control
15.2667,75.25,-0.837798,Control
15.2683,75.255,-0.837752,Control
15.27,75.26,-0.837711,Control
15.2717,75.264,-0.837666,Control
15.2733,75.27,-0.837618,Control
15.275,75.274,-0.837562,Control
15.2767,75.28,-0.837512,Control
15.2783,75.285,-0.837467,Control
15.28,75.289,-0.837425,Control
15.2817,75.295,-0.837379,Control
15.2833,75.3,-0.837331,Control
15.285,75.305,-0.837283,Control
15.2867,75.31,-0.837236,Control
15.2883,75.315,-0.837188,Control
15.29,75.32,-0.837147,Control
15.2917,75.326,-0.837098,Control
15.2933,75.331,-0.83705,Control
15.295,75.336,-0.836999,Control
15.2967,75.34,-0.836953,Control
15.2983,75.346,-0.836914,Control
15.3,75.351,-0.836872,Control
15.3017,75.355,-0.836826,Control
15.3033,75.36,-0.836778,Control
15.305,75.366,-0.836729,Control
15.3067,75.371,-0.836673,Control
15.3083,75.376,-0.836627,Control
15.31,75.38,-0.836578,Control
15.3117,75.385,-0.836536,Control
15.3133,75.391,-0.836492,Control
15.315,75.396,-0.83645,Control
15.3167,75.401,-0.836409,Control
15.3183,75.406,-0.836368,Control
15.32,75.409,-0.836328,Control
15.3217,75.415,-0.83629,Control
15.3233,75.421,-0.83625,Control
15.325,75.426,-0.836199,Control
15.3267,75.43,-0.83615,Control
15.3283,75.436,-0.836103,Control
15.33,75.441,-0.836058,Control
15.3317,75.446,-0.836015,Control
15.3333,75.451,-0.835965,Control
15.335,75.455,-0.835911,Control
15.3367,75.461,-0.835853,Control
15.3383,75.466,-0.835797,Control
15.34,75.471,-0.835746,Control
15.3417,75.477,-0.835698,Control
15.3433,75.48,-0.835648,Control
15.345,75.486,-0.835601,Control
15.3467,75.492,-0.835554,Control
15.3483,75.496,-0.835507,Control
15.35,75.501,-0.835459,Control
15.3517,75.507,-0.835408,Control
15.3533,75.511,-0.835354,Control
15.355,75.516,-0.835302,Control
15.3567,75.521,-0.835249,Control
15.3583,75.526,-0.835199,Control
15.36,75.531,-0.835144,Control
15.3617,75.536,-0.835097,Control
15.3633,75.54,-0.835051,Control
15.365,75.546,-0.835006,Control
15.3667,75.553,-0.834961,Control
15.3683,75.556,-0.834921,Control
15.37,75.56,-0.834875,Control
15.3717,75.566,-0.834827,Control
15.3733,75.571,-0.83478,Control
15.375,75.576,-0.834732,Control
15.3767,75.58,-0.834681,Control
15.3783,75.587,-0.834625,Control
15.38,75.591,-0.834566,Control
15.3817,75.596,-0.834508,Control
15.3833,75.602,-0.834452,Control
15.385,75.607,-0.834402,Control
15.3867,75.612,-0.834357,Control
15.3883,75.616,-0.834309,Control
15.39,75.621,-0.834266,Control
15.3917,75.626,-0.834225,Control
15.3933,75.631,-0.834181,Control
15.395,75.637,-0.834136,Control
15.3967,75.641,-0.834082,Control
15.3983,75.646,-0.834022,Control
15.4,75.652,-0.833963,Control
15.4017,75.656,-0.833912,Control
15.4033,75.662,-0.833863,Control
15.405,75.666,-0.833809,Control
15.4067,75.672,-0.833758,Control
15.4083,75.677,-0.833704,Control
15.41,75.681,-0.833653,Control
15.4117,75.686,-0.83359,Control
15.4133,75.691,-0.833532,Control
15.415,75.696,-0.833478,Control
15.4167,75.701,-0.83342,Control
15.4183,75.707,-0.833363,Control
15.42,75.713,-0.833312,Control
15.4217,75.717,-0.833267,Control
15.4233,75.722,-0.833219,Control
15.425,75.726,-0.833174,Control
15.4267,75.731,-0.833122,Control
15.4283,75.736,-0.833068,Control
15.43,75.741,-0.833008,Control
15.4317,75.746,-0.832945,Control
15.4333,75.752,-0.832886,Control
15.435,75.758,-0.832829,Control
15.4367,75.762,-0.832776,Control
15.4383,75.767,-0.832735,Control
15.44,75.771,-0.832699,Control
15.4417,75.776,-0.83266,Control
15.4433,75.783,-0.832631,Control
15.445,75.786,-0.832597,Control
15.4467,75.79,-0.832558,Control
15.4483,75.796,-0.832516,Control
15.45,75.801,-0.832466,Control
15.4517,75.807,-0.832397,Control
15.4533,75.812,-0.832257,Control
15.455,75.817,-0.832129,Control
15.4567,75.82,-0.832042,Control
15.4583,75.827,-0.831978,Control
15.46,75.832,-0.831912,Control
15.4617,75.837,-0.831851,Control
15.4633,75.842,-0.831793,Control
15.465,75.846,-0.831735,Control
15.4667,75.852,-0.831684,Control
15.4683,75.857,-0.831633,Control
15.47,75.861,-0.831588,Control
15.4717,75.865,-0.831545,Control
15.4733,75.871,-0.831503,Control
15.475,75.876,-0.83146,Control
15.4767,75.881,-0.83142,Control
15.4783,75.886,-0.83138,Control
15.48,75.892,-0.831339,Control
15.4817,75.896,-0.831294,Control
15.4833,75.901,-0.831237,Control
15.485,75.906,-0.831174,Control
15.4867,75.912,-0.831091,Control
15.4883,75.917,-0.831025,Control
15.49,75.921,-0.830964,Control
15.4917,75.926,-0.830899,Control
15.4933,75.932,-0.830837,Control
15.495,75.938,-0.83078,Control
15.4967,75.942,-0.830723,Control
15.4983,75.946,-0.830668,Control
15.5,75.951,-0.830612,Control
15.5017,75.956,-0.83056,Control
15.5033,75.961,-0.830503,Control
15.505,75.967,-0.830455,Control
15.5067,75.971,-0.830413,Control
15.5083,75.977,-0.830372,Control
15.51,75.981,-0.830329,Control
15.5117,75.986,-0.830294,Control
15.5133,75.991,-0.830262,Control
15.515,75.998,-0.830224,Control
15.5167,76.002,-0.830182,Control
15.5183,76.007,-0.830134,Control
15.52,76.012,-0.830082,Control
15.5217,76.016,-0.83003,Control
15.5233,76.023,-0.82997,Control
15.525,76.026,-0.829912,Control
15.5267,76.033,-0.829851,Control
15.5283,76.037,-0.829788,Control
15.53,76.041,-0.829727,Control
15.5317,76.047,-0.829675,Control
15.5333,76.052,-0.829624,Control
15.535,76.058,-0.82958,Control
15.5367,76.062,-0.829542,Control
15.5383,76.066,-0.829503,Control
15.54,76.071,-0.829469,Control
15.5417,76.077,-0.829435,Control
15.5433,76.081,-0.829399,Control
15.545,76.088,-0.829358,Control
15.5467,76.092,-0.829324,Control
15.5483,76.097,-0.829292,Control
15.55,76.103,-0.829257,Control
15.5517,76.107,-0.829223,Control
15.5533,76.112,-0.829191,Control
15.555,76.118,-0.829156,Control
15.5567,76.123,-0.829112,Control
15.5583,76.128,-0.829066,Control
15.56,76.131,-0.829016,Control
15.5617,76.137,-0.828969,Control
15.5633,76.143,-0.828926,Control
15.565,76.147,-0.828884,Control
15.5667,76.152,-0.82884,Control
15.5683,76.157,-0.828793,Control
15.57,76.162,-0.828746,Control
15.5717,76.168,-0.828701,Control
15.5733,76.172,-0.828654,Control
15.575,76.177,-0.828606,Control
15.5767,76.182,-0.828554,Control
15.5783,76.188,-0.828497,Control
15.58,76.193,-0.828447,Control
15.5817,76.197,-0.828395,Control
15.5833,76.203,-0.828343,Control
15.585,76.207,-0.828289,Control
15.5867,76.213,-0.82824,Control
15.5883,76.218,-0.828192,Control
15.59,76.223,-0.828148,Control
15.5917,76.227,-0.828106,Control
15.5933,76.233,-0.828065,Control
15.595,76.238,-0.828027,Control
15.5967,76.242,-0.827985,Control
15.5983,76.248,-0.827942,Control
15.6,76.252,-0.827895,Control
15.6017,76.256,-0.827844,Control
15.6033,76.262,-0.827793,Control
15.605,76.267,-0.82774,Control
15.6067,76.272,-0.827691,Control
15.6083,76.276,-0.827636,Control
15.61,76.282,-0.827584,Control
15.6117,76.288,-0.827533,Control
15.6133,76.292,-0.827485,Control
15.615,76.298,-0.827436,Control
15.6167,76.301,-0.827385,Control
15.6183,76.307,-0.827329,Control
15.62,76.313,-0.827269,Control
15.6217,76.317,-0.827214,Control
15.6233,76.322,-0.827162,Control
15.625,76.328,-0.82711,Control
15.6267,76.332,-0.827055,Control
15.6283,76.338,-0.826994,Control
15.63,76.343,-0.826929,Control
15.6317,76.348,-0.826868,Control
15.6333,76.352,-0.826809,Control
15.635,76.358,-0.826751,Control
15.6367,76.362,-0.826699,Control
15.6383,76.367,-0.826648,Control
15.64,76.373,-0.826598,Control
15.6417,76.379,-0.826556,Control
15.6433,76.383,-0.826513,Control
15.645,76.387,-0.826474,Control
15.6467,76.392,-0.826434,Control
15.6483,76.397,-0.826388,Control
15.65,76.402,-0.826343,Control
15.6517,76.407,-0.826302,Control
15.6533,76.413,-0.82626,Control
15.655,76.418,-0.826222,Control
15.6567,76.423,-0.826183,Control
15.6583,76.428,-0.826141,Control
15.66,76.433,-0.826102,Control
15.6617,76.438,-0.826056,Control
15.6633,76.442,-0.826004,Control
15.665,76.447,-0.82595,Control
15.6667,76.453,-0.825898,Control
15.6683,76.458,-0.82585,Control
15.67,76.462,-0.825805,Control
15.6717,76.468,-0.825761,Control
15.6733,76.473,-0.825718,Control
15.675,76.478,-0.825672,Control
15.6767,76.483,-0.825626,Control
15.6783,76.488,-0.825583,Control
15.68,76.493,-0.825537,Control
15.6817,76.498,-0.825489,Control
15.6833,76.503,-0.825434,Control
15.685,76.509,-0.82538,Control
15.6867,76.512,-0.825331,Control
15.6883,76.518,-0.825295,Control
15.69,76.524,-0.825264,Control
15.6917,76.527,-0.82523,Control
15.6933,76.533,-0.825201,Control
15.695,76.538,-0.825169,Control
15.6967,76.544,-0.825132,Control
15.6983,76.548,-0.825095,Control
15.7,76.553,-0.825053,Control
15.7017,76.557,-0.825006,Control
15.7033,76.563,-0.824959,Control
15.705,76.569,-0.824916,Control
15.7067,76.573,-0.824873,Control
15.7083,76.577,-0.82483,Control
15.71,76.582,-0.824787,Control
15.7117,76.587,-0.824746,Control
15.7133,76.594,-0.824708,Control
15.715,76.597,-0.824665,Control
15.7167,76.602,-0.824622,Control
15.7183,76.608,-0.824577,Control
15.72,76.613,-0.824528,Control
15.7217,76.618,-0.824474,Control
15.7233,76.623,-0.824421,Control
15.725,76.628,-0.824372,Control
15.7267,76.633,-0.824325,Control
15.7283,76.638,-0.824277,Control
15.73,76.643,-0.824231,Control
15.7317,76.65,-0.824187,Control
15.7333,76.653,-0.824141,Control
15.735,76.658,-0.824096,Control
15.7367,76.664,-0.824056,Control
15.7383,76.669,-0.824017,Control
15.74,76.673,-0.823973,Control
15.7417,76.679,-0.823919,Control
15.7433,76.683,-0.823862,Control
15.745,76.688,-0.823786,Control
15.7467,76.693,-0.82369,Control
15.7483,76.697,-0.8236,Control
15.75,76.702,-0.823538,Control
15.7517,76.708,-0.823481,Control
15.7533,76.713,-0.823423,Control
15.755,76.718,-0.823369,Control
15.7567,76.723,-0.823319,Control
15.7583,76.728,-0.823273,Control
15.76,76.733,-0.823232,Control
15.7617,76.738,-0.823188,Control
15.7633,76.743,-0.823138,Control
15.765,76.748,-0.823082,Control
15.7667,76.753,-0.823026,Control
15.7683,76.758,-0.822974,Control
15.77,76.763,-0.822925,Control
15.7717,76.768,-0.822878,Control
15.7733,76.774,-0.822831,Control
15.775,76.779,-0.822781,Control
15.7767,76.784,-0.822732,Control
15.7783,76.789,-0.822687,Control
15.78,76.794,-0.822647,Control
15.7817,76.798,-0.822601,Control
15.7833,76.803,-0.822557,Control
15.785,76.808,-0.82251,Control
15.7867,76.814,-0.82246,Control
15.7883,76.818,-0.822413,Control
15.79,76.824,-0.822364,Control
15.7917,76.828,-0.82232,Control
15.7933,76.834,-0.822276,Control
15.795,76.838,-0.822234,Control
15.7967,76.843,-0.822187,Control
15.7983,76.849,-0.82214,Control
15.8,76.853,-0.822089,Control
15.8017,76.858,-0.822039,Control
15.8033,76.863,-0.82198,Control
15.805,76.869,-0.821918,Control
15.8067,76.874,-0.821834,Control
15.8083,76.878,-0.821772,Control
15.81,76.883,-0.821716,Control
15.8117,76.889,-0.821664,Control
15.8133,76.894,-0.821612,Control
15.815,76.898,-0.821566,Control
15.8167,76.904,-0.821524,Control
15.8183,76.909,-0.821482,Control
15.82,76.913,-0.82144,Control
15.8217,76.918,-0.821395,Control
15.8233,76.923,-0.821347,Control
15.825,76.928,-0.821291,Control
15.8267,76.935,-0.821239,Control
15.8283,76.939,-0.821192,Control
15.83,76.943,-0.821141,Control
15.8317,76.948,-0.821087,Control
15.8333,76.953,-0.821044,Control
15.835,76.958,-0.821006,Control
15.8367,76.963,-0.820963,Control
15.8383,76.968,-0.820919,Control
15.84,76.973,-0.820879,Control
15.8417,76.979,-0.82084,Control
15.8433,76.983,-0.8208,Control
15.845,76.989,-0.820757,Control
15.8467,76.993,-0.820713,Control
15.8483,76.998,-0.82067,Control
15.85,77.003,-0.820623,Control
15.8517,77.009,-0.820573,Control
15.8533,77.013,-0.820518,Control
15.855,77.019,-0.820457,Control
15.8567,77.023,-0.820403,Control
15.8583,77.029,-0.820348,Control
15.86,77.033,-0.820301,Control
15.8617,77.039,-0.820256,Control
15.8633,77.043,-0.820214,Control
15.865,77.048,-0.820173,Control
15.8667,77.053,-0.820135,Control
15.8683,77.058,-0.820098,Control
15.87,77.063,-0.820061,Control
15.8717,77.068,-0.820018,Control
15.8733,77.073,-0.819971,Control
15.875,77.078,-0.819929,Control
15.8767,77.084,-0.819887,Control
15.8783,77.088,-0.819851,Control
15.88,77.092,-0.819815,Control
15.8817,77.098,-0.819783,Control
15.8833,77.103,-0.819748,Control
15.885,77.109,-0.819709,Control
15.8867,77.113,-0.819673,Control
15.8883,77.119,-0.819634,Control
15.89,77.124,-0.819588,Control
15.8917,77.128,-0.819533,Control
15.8933,77.132,-0.819476,Control
15.895,77.138,-0.819418,Control
15.8967,77.144,-0.819362,Control
15.8983,77.148,-0.819311,Control
15.9,77.153,-0.819271,Control
15.9017,77.159,-0.819234,Control
15.9033,77.163,-0.819197,Control
15.905,77.169,-0.819164,Control
15.9067,77.174,-0.81913,Control
15.9083,77.179,-0.819097,Control
15.91,77.184,-0.819073,Control
