Time,Temperature (°C),Heat Flow (Normalized)(W/g),Label
0,29.932,-0.42411,Control
0.0017,29.933,-0.423552,Control
0.0033,29.933,-0.423144,Control
0.005,29.932,-0.422891,Control
0.0067,29.933,-0.422813,Control
0.0083,29.934,-0.422862,Control
0.01,29.934,-0.42315,Control
0.0117,29.934,-0.423443,Control
0.0133,29.933,-0.423931,Control
0.015,29.934,-0.424409,Control
0.0167,29.933,-0.424804,Control
0.0183,29.934,-0.42527,Control
0.02,29.934,-0.425617,Control
0.0217,29.935,-0.426074,Control
0.0233,29.934,-0.426473,Control
0.025,29.933,-0.426928,Control
0.0267,29.934,-0.427414,Control
0.0283,29.934,-0.427946,Control
0.03,29.934,-0.428505,Control
0.0317,29.934,-0.429001,Control
0.0333,29.933,-0.429367,Control
0.035,29.933,-0.429639,Control
0.0367,29.933,-0.429879,Control
0.0383,29.933,-0.430188,Control
0.04,29.935,-0.430381,Control
0.0417,29.934,-0.430516,Control
0.0433,29.934,-0.430646,Control
0.045,29.935,-0.430786,Control
0.0467,29.934,-0.430891,Control
0.0483,29.933,-0.431042,Control
0.05,29.934,-0.431255,Control
0.0517,29.934,-0.431478,Control
0.0533,29.935,-0.431682,Control
0.055,29.934,-0.431867,Control
0.0567,29.934,-0.431995,Control
0.0583,29.934,-0.432117,Control
0.06,29.935,-0.432239,Control
0.0617,29.935,-0.432373,Control
0.0633,29.934,-0.432502,Control
0.065,29.934,-0.432696,Control
0.0667,29.935,-0.43291,Control
0.0683,29.936,-0.433209,Control
0.07,29.936,-0.433514,Control
0.0717,29.936,-0.43385,Control
0.0733,29.937,-0.434299,Control
0.075,29.938,-0.43473,Control
0.0767,29.938,-0.43541,Control
0.0783,29.939,-0.43638,Control
0.08,29.94,-0.437775,Control
0.0817,29.941,-0.439485,Control
0.0833,29.941,-0.441308,Control
0.085,29.942,-0.443201,Control
0.0867,29.944,-0.445536,Control
0.0883,29.945,-0.448096,Control
0.09,29.946,-0.450748,Control
0.0917,29.947,-0.45309,Control
0.0933,29.949,-0.455791,Control
0.095,29.95,-0.459231,Control
0.0967,29.951,-0.462894,Control
0.0983,29.952,-0.465843,Control
0.1,29.953,-0.468911,Control
0.1017,29.957,-0.47242,Control
0.1033,29.957,-0.47642,Control
0.105,29.96,-0.479708,Control
0.1067,29.961,-0.482912,Control
0.1083,29.962,-0.486424,Control
0.11,29.964,-0.489623,Control
0.1117,29.966,-0.492571,Control
0.1133,29.969,-0.496325,Control
0.115,29.971,-0.500115,Control
0.1167,29.973,-0.503035,Control
0.1183,29.975,-0.505788,Control
0.12,29.978,-0.509096,Control
0.1217,29.98,-0.512914,Control
0.1233,29.982,-0.516417,Control
0.125,29.985,-0.519652,Control
0.1267,29.988,-0.522942,Control
0.1283,29.99,-0.527281,Control
0.13,29.993,-0.530416,Control
0.1317,29.996,-0.533882,Control
0.1333,29.998,-0.537308,Control
0.135,30.001,-0.540184,Control
0.1367,30.004,-0.544488,Control
0.1383,30.006,-0.548334,Control
0.14,30.01,-0.552172,Control
0.1417,30.014,-0.555413,Control
0.1433,30.016,-0.558347,Control
0.145,30.02,-0.561122,Control
0.1467,30.023,-0.564872,Control
0.1483,30.026,-0.56818,Control
0.15,30.028,-0.570782,Control
0.1517,30.032,-0.573643,Control
0.1533,30.035,-0.576765,Control
0.155,30.038,-0.579185,Control
0.1567,30.042,-0.582302,Control
0.1583,30.045,-0.585538,Control
0.16,30.048,-0.588938,Control
0.1617,30.052,-0.592248,Control
0.1633,30.056,-0.595416,Control
0.165,30.06,-0.59895,Control
0.1667,30.064,-0.602169,Control
0.1683,30.066,-0.604764,Control
0.17,30.07,-0.607252,Control
0.1717,30.075,-0.610422,Control
0.1733,30.077,-0.612686,Control
0.175,30.081,-0.61469,Control
0.1767,30.084,-0.616875,Control
0.1783,30.087,-0.618884,Control
0.18,30.091,-0.62111,Control
0.1817,30.094,-0.622727,Control
0.1833,30.099,-0.625438,Control
0.185,30.102,-0.627179,Control
0.1867,30.106,-0.629027,Control
0.1883,30.111,-0.630918,Control
0.19,30.114,-0.633475,Control
0.1917,30.119,-0.635507,Control
0.1933,30.122,-0.636487,Control
0.195,30.125,-0.638428,Control
0.1967,30.129,-0.640375,Control
0.1983,30.132,-0.642717,Control
0.2,30.137,-0.644365,Control
0.2017,30.141,-0.646668,Control
0.2033,30.145,-0.648809,Control
0.205,30.15,-0.650815,Control
0.2067,30.153,-0.652553,Control
0.2083,30.157,-0.654263,Control
0.21,30.16,-0.655033,Control
0.2117,30.165,-0.656808,Control
0.2133,30.169,-0.657803,Control
0.215,30.173,-0.658737,Control
0.2167,30.176,-0.660029,Control
0.2183,30.18,-0.661526,Control
0.22,30.185,-0.66221,Control
0.2217,30.189,-0.664225,Control
0.2233,30.193,-0.665674,Control
0.225,30.196,-0.667846,Control
0.2267,30.201,-0.669875,Control
0.2283,30.205,-0.671266,Control
0.23,30.21,-0.67316,Control
0.2317,30.213,-0.674317,Control
0.2333,30.217,-0.675784,Control
0.235,30.223,-0.677482,Control
0.2367,30.226,-0.679659,Control
0.2383,30.23,-0.681241,Control
0.24,30.234,-0.682135,Control
0.2417,30.238,-0.682836,Control
0.2433,30.243,-0.683998,Control
0.245,30.247,-0.685199,Control
0.2467,30.252,-0.687179,Control
0.2483,30.256,-0.688655,Control
0.25,30.26,-0.690474,Control
0.2517,30.264,-0.691463,Control
0.2533,30.268,-0.693028,Control
0.255,30.273,-0.694187,Control
0.2567,30.276,-0.696231,Control
0.2583,30.282,-0.697065,Control
0.26,30.285,-0.698438,Control
0.2617,30.29,-0.69952,Control
0.2633,30.294,-0.700154,Control
0.265,30.299,-0.701355,Control
0.2667,30.303,-0.702052,Control
0.2683,30.307,-0.703639,Control
0.27,30.312,-0.705612,Control
0.2717,30.316,-0.707475,Control
0.2733,30.321,-0.709357,Control
0.275,30.325,-0.710507,Control
0.2767,30.33,-0.711391,Control
0.2783,30.334,-0.711914,Control
0.28,30.338,-0.713376,Control
0.2817,30.343,-0.713781,Control
0.2833,30.347,-0.714374,Control
0.285,30.351,-0.714704,Control
0.2867,30.356,-0.71537,Control
0.2883,30.36,-0.715424,Control
0.29,30.365,-0.715914,Control
0.2917,30.37,-0.716333,Control
0.2933,30.375,-0.717289,Control
0.295,30.38,-0.718259,Control
0.2967,30.384,-0.719504,Control
0.2983,30.388,-0.721201,Control
0.3,30.394,-0.72224,Control
0.3017,30.397,-0.723236,Control
0.3033,30.401,-0.724292,Control
0.305,30.407,-0.725305,Control
0.3067,30.411,-0.725777,Control
0.3083,30.415,-0.727034,Control
0.31,30.42,-0.728195,Control
0.3117,30.424,-0.729437,Control
0.3133,30.43,-0.730679,Control
0.315,30.434,-0.731649,Control
0.3167,30.438,-0.732623,Control
0.3183,30.442,-0.733329,Control
0.32,30.448,-0.733679,Control
0.3217,30.452,-0.734061,Control
0.3233,30.457,-0.734186,Control
0.325,30.461,-0.734339,Control
0.3267,30.466,-0.734626,Control
0.3283,30.471,-0.734933,Control
0.33,30.476,-0.735358,Control
0.3317,30.48,-0.736135,Control
0.3333,30.484,-0.737211,Control
0.335,30.489,-0.738758,Control
0.3367,30.494,-0.740118,Control
0.3383,30.498,-0.74135,Control
0.34,30.503,-0.742844,Control
0.3417,30.508,-0.743995,Control
0.3433,30.513,-0.744879,Control
0.345,30.518,-0.745373,Control
0.3467,30.521,-0.745702,Control
0.3483,30.526,-0.745957,Control
0.35,30.531,-0.74625,Control
0.3517,30.536,-0.746828,Control
0.3533,30.54,-0.747225,Control
0.355,30.544,-0.747825,Control
0.3567,30.551,-0.748116,Control
0.3583,30.555,-0.748515,Control
0.36,30.559,-0.748618,Control
0.3617,30.564,-0.748693,Control
0.3633,30.57,-0.748713,Control
0.365,30.573,-0.748721,Control
0.3667,30.578,-0.748848,Control
0.3683,30.583,-0.749019,Control
0.37,30.588,-0.749285,Control
0.3717,30.593,-0.749597,Control
0.3733,30.597,-0.750165,Control
0.375,30.603,-0.750778,Control
0.3767,30.606,-0.751358,Control
0.3783,30.611,-0.75192,Control
0.38,30.617,-0.752554,Control
0.3817,30.621,-0.753289,Control
0.3833,30.626,-0.754231,Control
0.385,30.63,-0.755121,Control
0.3867,30.636,-0.755775,Control
0.3883,30.641,-0.756399,Control
0.39,30.645,-0.756692,Control
0.3917,30.65,-0.757072,Control
0.3933,30.655,-0.757474,Control
0.395,30.66,-0.757867,Control
0.3967,30.665,-0.758372,Control
0.3983,30.67,-0.758825,Control
0.4,30.674,-0.759329,Control
0.4017,30.68,-0.759906,Control
0.4033,30.683,-0.760437,Control
0.405,30.688,-0.760879,Control
0.4067,30.694,-0.761152,Control
0.4083,30.698,-0.761436,Control
0.41,30.703,-0.761668,Control
0.4117,30.707,-0.761881,Control
0.4133,30.712,-0.762201,Control
0.415,30.717,-0.762564,Control
0.4167,30.722,-0.762823,Control
0.4183,30.726,-0.763129,Control
0.42,30.732,-0.763376,Control
0.4217,30.737,-0.76363,Control
0.4233,30.741,-0.763803,Control
0.425,30.746,-0.763953,Control
0.4267,30.751,-0.764139,Control
0.4283,30.756,-0.764323,Control
0.43,30.761,-0.764507,Control
0.4317,30.766,-0.764664,Control
0.4333,30.771,-0.764813,Control
0.435,30.776,-0.764975,Control
0.4367,30.78,-0.765145,Control
0.4383,30.785,-0.765339,Control
0.44,30.79,-0.765529,Control
0.4417,30.795,-0.765845,Control
0.4433,30.8,-0.76612,Control
0.445,30.805,-0.766432,Control
0.4467,30.81,-0.766802,Control
0.4483,30.814,-0.767127,Control
0.45,30.819,-0.767447,Control
0.4517,30.823,-0.767684,Control
0.4533,30.828,-0.767892,Control
0.455,30.834,-0.768097,Control
0.4567,30.838,-0.768322,Control
0.4583,30.843,-0.768511,Control
0.46,30.848,-0.768706,Control
0.4617,30.853,-0.768932,Control
0.4633,30.858,-0.769222,Control
0.465,30.863,-0.769466,Control
0.4667,30.867,-0.769796,Control
0.4683,30.873,-0.770021,Control
0.47,30.878,-0.770173,Control
0.4717,30.883,-0.770369,Control
0.4733,30.887,-0.770513,Control
0.475,30.891,-0.770704,Control
0.4767,30.896,-0.770821,Control
0.4783,30.902,-0.770932,Control
0.48,30.906,-0.771039,Control
0.4817,30.911,-0.771112,Control
0.4833,30.917,-0.771224,Control
0.485,30.922,-0.771307,Control
0.4867,30.926,-0.771401,Control
0.4883,30.932,-0.771489,Control
0.49,30.936,-0.771619,Control
0.4917,30.94,-0.771791,Control
0.4933,30.945,-0.772047,Control
0.495,30.95,-0.772246,Control
0.4967,30.955,-0.772497,Control
0.4983,30.96,-0.772846,Control
0.5,30.965,-0.773183,Control
0.5017,30.969,-0.773405,Control
0.5033,30.975,-0.773572,Control
0.505,30.98,-0.77371,Control
0.5067,30.985,-0.773842,Control
0.5083,30.99,-0.773984,Control
0.51,30.995,-0.774065,Control
0.5117,30.999,-0.774148,Control
0.5133,31.004,-0.774233,Control
0.515,31.01,-0.774367,Control
0.5167,31.014,-0.774533,Control
0.5183,31.019,-0.774832,Control
0.52,31.024,-0.775182,Control
0.5217,31.03,-0.77543,Control
0.5233,31.033,-0.775564,Control
0.525,31.039,-0.775658,Control
0.5267,31.043,-0.77571,Control
0.5283,31.049,-0.775754,Control
0.53,31.053,-0.775796,Control
0.5317,31.057,-0.775841,Control
0.5333,31.063,-0.7759,Control
0.535,31.067,-0.775949,Control
0.5367,31.072,-0.776022,Control
0.5383,31.078,-0.776145,Control
0.54,31.082,-0.776347,Control
0.5417,31.087,-0.776529,Control
0.5433,31.092,-0.77668,Control
0.545,31.097,-0.776763,Control
0.5467,31.101,-0.776813,Control
0.5483,31.107,-0.776864,Control
0.55,31.112,-0.776913,Control
0.5517,31.117,-0.776966,Control
0.5533,31.123,-0.777017,Control
0.555,31.127,-0.777095,Control
0.5567,31.132,-0.777178,Control
0.5583,31.136,-0.777294,Control
0.56,31.142,-0.777448,Control
0.5617,31.146,-0.777581,Control
0.5633,31.151,-0.777696,Control
0.565,31.156,-0.777791,Control
0.5667,31.161,-0.777913,Control
0.5683,31.166,-0.778002,Control
0.57,31.17,-0.778099,Control
0.5717,31.175,-0.778192,Control
0.5733,31.181,-0.778368,Control
0.575,31.185,-0.778564,Control
0.5767,31.191,-0.778703,Control
0.5783,31.196,-0.778845,Control
0.58,31.201,-0.778958,Control
0.5817,31.206,-0.779027,Control
0.5833,31.21,-0.77909,Control
0.585,31.216,-0.779155,Control
0.5867,31.221,-0.779219,Control
0.5883,31.226,-0.779288,Control
0.59,31.23,-0.779353,Control
0.5917,31.235,-0.779432,Control
0.5933,31.24,-0.779536,Control
0.595,31.245,-0.779623,Control
0.5967,31.25,-0.77969,Control
0.5983,31.254,-0.779759,Control
0.6,31.26,-0.77982,Control
0.6017,31.265,-0.779882,Control
0.6033,31.269,-0.779992,Control
0.605,31.274,-0.780055,Control
0.6067,31.278,-0.780116,Control
0.6083,31.284,-0.780184,Control
0.61,31.288,-0.780251,Control
0.6117,31.294,-0.780322,Control
0.6133,31.299,-0.780404,Control
0.615,31.304,-0.780494,Control
0.6167,31.31,-0.780645,Control
0.6183,31.314,-0.780759,Control
0.62,31.318,-0.780848,Control
0.6217,31.324,-0.780952,Control
0.6233,31.327,-0.781074,Control
0.625,31.333,-0.781146,Control
0.6267,31.339,-0.78122,Control
0.6283,31.344,-0.781291,Control
0.63,31.349,-0.781408,Control
0.6317,31.354,-0.781499,Control
0.6333,31.358,-0.781564,Control
0.635,31.363,-0.781624,Control
0.6367,31.367,-0.781681,Control
0.6383,31.373,-0.781738,Control
0.64,31.379,-0.781803,Control
0.6417,31.383,-0.781871,Control
0.6433,31.388,-0.78194,Control
0.645,31.392,-0.78202,Control
0.6467,31.398,-0.782171,Control
0.6483,31.402,-0.782355,Control
0.65,31.408,-0.782563,Control
0.6517,31.413,-0.782753,Control
0.6533,31.418,-0.782888,Control
0.655,31.422,-0.782981,Control
0.6567,31.428,-0.783057,Control
0.6583,31.433,-0.783136,Control
0.66,31.437,-0.783213,Control
0.6617,31.443,-0.783285,Control
0.6633,31.448,-0.78339,Control
0.665,31.453,-0.783465,Control
0.6667,31.457,-0.783534,Control
0.6683,31.462,-0.783606,Control
0.67,31.466,-0.783675,Control
0.6717,31.472,-0.783743,Control
0.6733,31.476,-0.783814,Control
0.675,31.481,-0.783883,Control
0.6767,31.487,-0.783958,Control
0.6783,31.491,-0.784033,Control
0.68,31.497,-0.78411,Control
0.6817,31.502,-0.784184,Control
0.6833,31.506,-0.784254,Control
0.685,31.511,-0.78432,Control
0.6867,31.517,-0.784393,Control
0.6883,31.522,-0.784465,Control
0.69,31.527,-0.784534,Control
0.6917,31.531,-0.784605,Control
0.6933,31.537,-0.784669,Control
0.695,31.542,-0.784739,Control
0.6967,31.546,-0.784815,Control
0.6983,31.551,-0.784891,Control
0.7,31.556,-0.784966,Control
0.7017,31.562,-0.785036,Control
0.7033,31.567,-0.785109,Control
0.705,31.571,-0.785185,Control
0.7067,31.576,-0.785264,Control
0.7083,31.581,-0.785343,Control
0.71,31.585,-0.785418,Control
0.7117,31.592,-0.785488,Control
0.7133,31.596,-0.785556,Control
0.715,31.601,-0.785624,Control
0.7167,31.606,-0.785688,Control
0.7183,31.612,-0.785757,Control
0.72,31.616,-0.785825,Control
0.7217,31.622,-0.785893,Control
0.7233,31.627,-0.785963,Control
0.725,31.631,-0.786037,Control
0.7267,31.636,-0.786113,Control
0.7283,31.641,-0.786179,Control
0.73,31.646,-0.786248,Control
0.7317,31.651,-0.786318,Control
0.7333,31.657,-0.786385,Control
0.735,31.662,-0.786452,Control
0.7367,31.666,-0.786527,Control
0.7383,31.671,-0.786597,Control
0.74,31.675,-0.786666,Control
0.7417,31.681,-0.786734,Control
0.7433,31.685,-0.786809,Control
0.745,31.691,-0.78689,Control
0.7467,31.696,-0.786968,Control
0.7483,31.701,-0.787044,Control
0.75,31.705,-0.787122,Control
0.7517,31.711,-0.787199,Control
0.7533,31.715,-0.787272,Control
0.755,31.72,-0.787348,Control
0.7567,31.725,-0.787427,Control
0.7583,31.73,-0.787502,Control
0.76,31.735,-0.787571,Control
0.7617,31.741,-0.78764,Control
0.7633,31.745,-0.787709,Control
0.765,31.75,-0.787779,Control
0.7667,31.754,-0.787848,Control
0.7683,31.76,-0.787918,Control
0.77,31.765,-0.787994,Control
0.7717,31.77,-0.788072,Control
0.7733,31.774,-0.788152,Control
0.775,31.78,-0.788235,Control
0.7767,31.784,-0.788319,Control
0.7783,31.789,-0.788399,Control
0.78,31.794,-0.788472,Control
0.7817,31.8,-0.78855,Control
0.7833,31.805,-0.788628,Control
0.785,31.81,-0.788706,Control
0.7867,31.814,-0.788782,Control
0.7883,31.819,-0.788862,Control
0.79,31.825,-0.788936,Control
0.7917,31.829,-0.789013,Control
0.7933,31.834,-0.789084,Control
0.795,31.838,-0.789158,Control
0.7967,31.843,-0.789227,Control
0.7983,31.85,-0.789293,Control
0.8,31.854,-0.789365,Control
0.8017,31.859,-0.78944,Control
0.8033,31.864,-0.789519,Control
0.805,31.869,-0.789605,Control
0.8067,31.873,-0.789686,Control
0.8083,31.878,-0.789764,Control
0.81,31.884,-0.789834,Control
0.8117,31.888,-0.789896,Control
0.8133,31.894,-0.789954,Control
0.815,31.898,-0.790003,Control
0.8167,31.903,-0.790055,Control
0.8183,31.909,-0.790112,Control
0.82,31.915,-0.790174,Control
0.8217,31.918,-0.790244,Control
0.8233,31.924,-0.790324,Control
0.825,31.929,-0.790422,Control
0.8267,31.932,-0.790585,Control
0.8283,31.939,-0.790763,Control
0.83,31.943,-0.790882,Control
0.8317,31.948,-0.790973,Control
0.8333,31.953,-0.791055,Control
0.835,31.959,-0.791136,Control
0.8367,31.964,-0.791211,Control
0.8383,31.968,-0.791283,Control
0.84,31.974,-0.791355,Control
0.8417,31.978,-0.791424,Control
0.8433,31.982,-0.79149,Control
0.845,31.988,-0.791555,Control
0.8467,31.992,-0.791613,Control
0.8483,31.998,-0.791667,Control
0.85,32.003,-0.791714,Control
0.8517,32.009,-0.791762,Control
0.8533,32.013,-0.791817,Control
0.855,32.018,-0.791876,Control
0.8567,32.023,-0.79194,Control
0.8583,32.029,-0.79201,Control
0.86,32.032,-0.792083,Control
0.8617,32.038,-0.792163,Control
0.8633,32.043,-0.792243,Control
0.865,32.049,-0.792318,Control
0.8667,32.053,-0.792391,Control
0.8683,32.057,-0.79246,Control
0.87,32.064,-0.792528,Control
0.8717,32.068,-0.792597,Control
0.8733,32.072,-0.792669,Control
0.875,32.077,-0.79274,Control
0.8767,32.083,-0.792812,Control
0.8783,32.088,-0.792882,Control
0.88,32.092,-0.792949,Control
0.8817,32.097,-0.793021,Control
0.8833,32.103,-0.793089,Control
0.885,32.107,-0.793153,Control
0.8867,32.112,-0.793218,Control
0.8883,32.117,-0.793286,Control
0.89,32.123,-0.793359,Control
0.8917,32.127,-0.793463,Control
0.8933,32.132,-0.793586,Control
0.895,32.137,-0.793667,Control
0.8967,32.141,-0.793744,Control
0.8983,32.147,-0.793824,Control
0.9,32.153,-0.793943,Control
0.9017,32.157,-0.794024,Control
0.9033,32.162,-0.794105,Control
0.905,32.167,-0.794178,Control
0.9067,32.172,-0.794252,Control
0.9083,32.177,-0.794319,Control
0.91,32.182,-0.794386,Control
0.9117,32.187,-0.794451,Control
0.9133,32.192,-0.794516,Control
0.915,32.197,-0.794578,Control
0.9167,32.202,-0.794639,Control
0.9183,32.207,-0.794699,Control
0.92,32.212,-0.794762,Control
0.9217,32.217,-0.794828,Control
0.9233,32.222,-0.794897,Control
0.925,32.226,-0.794961,Control
0.9267,32.231,-0.795021,Control
0.9283,32.237,-0.795078,Control
0.93,32.242,-0.795131,Control
0.9317,32.246,-0.795187,Control
0.9333,32.25,-0.795251,Control
0.935,32.256,-0.795314,Control
0.9367,32.261,-0.795378,Control
0.9383,32.266,-0.795442,Control
0.94,32.272,-0.795504,Control
0.9417,32.276,-0.795568,Control
0.9433,32.281,-0.795633,Control
0.945,32.286,-0.795698,Control
0.9467,32.291,-0.795763,Control
0.9483,32.297,-0.795824,Control
0.95,32.301,-0.795882,Control
0.9517,32.306,-0.795942,Control
0.9533,32.311,-0.795997,Control
0.955,32.316,-0.796053,Control
0.9567,32.321,-0.796119,Control
0.9583,32.325,-0.796186,Control
0.96,32.331,-0.796251,Control
0.9617,32.335,-0.79632,Control
0.9633,32.341,-0.796393,Control
0.965,32.346,-0.796468,Control
0.9667,32.351,-0.796543,Control
0.9683,32.355,-0.796618,Control
0.97,32.361,-0.796695,Control
0.9717,32.366,-0.796768,Control
0.9733,32.371,-0.796832,Control
0.975,32.376,-0.796896,Control
0.9767,32.381,-0.796955,Control
0.9783,32.385,-0.797016,Control
0.98,32.39,-0.797074,Control
0.9817,32.396,-0.797128,Control
0.9833,32.4,-0.79718,Control
0.985,32.406,-0.797239,Control
0.9867,32.411,-0.797293,Control
0.9883,32.416,-0.797344,Control
0.99,32.419,-0.797399,Control
0.9917,32.425,-0.797456,Control
0.9933,32.43,-0.797513,Control
0.995,32.435,-0.79757,Control
0.9967,32.441,-0.797632,Control
0.9983,32.446,-0.797695,Control
1,32.449,-0.797758,Control
1.0017,32.456,-0.797825,Control
1.0033,32.46,-0.797898,Control
1.005,32.465,-0.797974,Control
1.0067,32.47,-0.798042,Control
1.0083,32.475,-0.79815,Control
1.01,32.48,-0.798284,Control
1.0117,32.484,-0.798357,Control
1.0133,32.489,-0.798427,Control
1.015,32.495,-0.798494,Control
1.0167,32.5,-0.798562,Control
1.0183,32.504,-0.798624,Control
1.02,32.511,-0.79869,Control
1.0217,32.515,-0.798753,Control
1.0233,32.52,-0.798816,Control
1.025,32.525,-0.798875,Control
1.0267,32.53,-0.798934,Control
1.0283,32.534,-0.799003,Control
1.03,32.54,-0.799073,Control
1.0317,32.544,-0.79914,Control
1.0333,32.55,-0.799212,Control
1.035,32.554,-0.799287,Control
1.0367,32.56,-0.799361,Control
1.0383,32.564,-0.799431,Control
1.04,32.57,-0.799494,Control
1.0417,32.574,-0.799557,Control
1.0433,32.581,-0.799614,Control
1.045,32.585,-0.799667,Control
1.0467,32.59,-0.799725,Control
1.0483,32.595,-0.79978,Control
1.05,32.599,-0.79984,Control
1.0517,32.605,-0.7999,Control
1.0533,32.609,-0.799959,Control
1.055,32.614,-0.800014,Control
1.0567,32.619,-0.800072,Control
1.0583,32.625,-0.800131,Control
1.06,32.63,-0.800192,Control
1.0617,32.634,-0.800247,Control
1.0633,32.64,-0.800298,Control
1.065,32.644,-0.800344,Control
1.0667,32.65,-0.80039,Control
1.0683,32.654,-0.800446,Control
1.07,32.659,-0.800508,Control
1.0717,32.663,-0.800571,Control
1.0733,32.669,-0.800635,Control
1.075,32.673,-0.800703,Control
1.0767,32.679,-0.800772,Control
1.0783,32.684,-0.800852,Control
1.08,32.689,-0.800926,Control
1.0817,32.694,-0.800998,Control
1.0833,32.699,-0.801064,Control
1.085,32.704,-0.801127,Control
1.0867,32.709,-0.801191,Control
1.0883,32.713,-0.801253,Control
1.09,32.717,-0.801316,Control
1.0917,32.724,-0.801378,Control
1.0933,32.728,-0.801439,Control
1.095,32.735,-0.801495,Control
1.0967,32.739,-0.801552,Control
1.0983,32.743,-0.801613,Control
1.1,32.749,-0.801674,Control
1.1017,32.754,-0.801731,Control
1.1033,32.758,-0.801788,Control
1.105,32.764,-0.801853,Control
1.1067,32.769,-0.80192,Control
1.1083,32.773,-0.801987,Control
1.11,32.779,-0.802055,Control
1.1117,32.783,-0.802121,Control
1.1133,32.789,-0.802189,Control
1.115,32.793,-0.802254,Control
1.1167,32.798,-0.802318,Control
1.1183,32.803,-0.802386,Control
1.12,32.808,-0.802451,Control
1.1217,32.812,-0.802518,Control
1.1233,32.818,-0.802587,Control
1.125,32.822,-0.802649,Control
1.1267,32.828,-0.802703,Control
1.1283,32.834,-0.802756,Control
1.13,32.839,-0.802809,Control
1.1317,32.843,-0.802864,Control
1.1333,32.848,-0.802912,Control
1.135,32.853,-0.802961,Control
1.1367,32.858,-0.803012,Control
1.1383,32.863,-0.803062,Control
1.14,32.868,-0.803115,Control
1.1417,32.873,-0.803173,Control
1.1433,32.879,-0.803229,Control
1.145,32.883,-0.803286,Control
1.1467,32.888,-0.803352,Control
1.1483,32.892,-0.803429,Control
1.15,32.898,-0.803526,Control
1.1517,32.904,-0.803598,Control
1.1533,32.908,-0.803668,Control
1.155,32.913,-0.803731,Control
1.1567,32.918,-0.803793,Control
1.1583,32.923,-0.803851,Control
1.16,32.929,-0.803904,Control
1.1617,32.933,-0.803953,Control
1.1633,32.939,-0.804004,Control
1.165,32.943,-0.804059,Control
1.1667,32.948,-0.804124,Control
1.1683,32.953,-0.804198,Control
1.17,32.957,-0.804267,Control
1.1717,32.963,-0.804336,Control
1.1733,32.968,-0.8044,Control
1.175,32.972,-0.804464,Control
1.1767,32.978,-0.804527,Control
1.1783,32.983,-0.804582,Control
1.18,32.988,-0.804629,Control
1.1817,32.994,-0.804674,Control
1.1833,32.998,-0.804721,Control
1.185,33.003,-0.80477,Control
1.1867,33.007,-0.804819,Control
1.1883,33.013,-0.804864,Control
1.19,33.018,-0.804915,Control
1.1917,33.023,-0.804966,Control
1.1933,33.027,-0.805025,Control
1.195,33.033,-0.805085,Control
1.1967,33.038,-0.805142,Control
1.1983,33.043,-0.805186,Control
1.2,33.047,-0.805236,Control
1.2017,33.053,-0.805286,Control
1.2033,33.058,-0.805341,Control
1.205,33.063,-0.805397,Control
1.2067,33.068,-0.805458,Control
1.2083,33.072,-0.805524,Control
1.21,33.079,-0.805587,Control
1.2117,33.083,-0.805647,Control
1.2133,33.087,-0.805707,Control
1.215,33.093,-0.805768,Control
1.2167,33.097,-0.805823,Control
1.2183,33.102,-0.805877,Control
1.22,33.107,-0.80593,Control
1.2217,33.112,-0.805983,Control
1.2233,33.118,-0.806031,Control
1.225,33.121,-0.80608,Control
1.2267,33.127,-0.806133,Control
1.2283,33.132,-0.806186,Control
1.23,33.137,-0.806237,Control
1.2317,33.143,-0.806281,Control
1.2333,33.147,-0.806326,Control
1.235,33.152,-0.806376,Control
1.2367,33.157,-0.806433,Control
1.2383,33.163,-0.806493,Control
1.24,33.168,-0.806552,Control
1.2417,33.173,-0.806613,Control
1.2433,33.176,-0.806673,Control
1.245,33.181,-0.806733,Control
1.2467,33.187,-0.806793,Control
1.2483,33.192,-0.806858,Control
1.25,33.197,-0.806914,Control
1.2517,33.202,-0.806967,Control
1.2533,33.207,-0.807017,Control
1.255,33.212,-0.807069,Control
1.2567,33.217,-0.807121,Control
1.2583,33.222,-0.807176,Control
1.26,33.227,-0.807228,Control
1.2617,33.233,-0.807272,Control
1.2633,33.238,-0.807316,Control
1.265,33.243,-0.807362,Control
1.2667,33.247,-0.807408,Control
1.2683,33.252,-0.807454,Control
1.27,33.256,-0.807511,Control
1.2717,33.262,-0.807569,Control
1.2733,33.266,-0.807632,Control
1.275,33.271,-0.807724,Control
1.2767,33.277,-0.807875,Control
1.2783,33.282,-0.808045,Control
1.28,33.287,-0.808162,Control
1.2817,33.292,-0.808226,Control
1.2833,33.297,-0.808288,Control
1.285,33.301,-0.80834,Control
1.2867,33.306,-0.808385,Control
1.2883,33.312,-0.808431,Control
1.29,33.316,-0.808472,Control
1.2917,33.322,-0.808514,Control
1.2933,33.327,-0.808563,Control
1.295,33.332,-0.808623,Control
1.2967,33.336,-0.808728,Control
1.2983,33.342,-0.808884,Control
1.3,33.346,-0.809034,Control
1.3017,33.351,-0.809148,Control
1.3033,33.356,-0.809259,Control
1.305,33.362,-0.809326,Control
1.3067,33.366,-0.809389,Control
1.3083,33.371,-0.809445,Control
1.31,33.377,-0.809501,Control
1.3117,33.382,-0.809561,Control
1.3133,33.387,-0.80962,Control
1.315,33.391,-0.809681,Control
